Potencial do Jogador,Idade,Posicao,Gols,Assistencias,Chutes ao Gol,Precisao de Passe,Desarmes,Interceptacoes,Faltas,Cartoes Amarelos,Cartoes Vermelhos,Historico de Lesoes,Altura do Jogador (cm),Peso do Jogador (kg),Cidade Natal,Pe Dominante
85,25,Midfielder,5,4,12,75.4,4,3,1,0,0,Medium,177,97,Coimbra,Direito
96,27,Goalkeeper,8,3,8,99.3,2,4,0,0,0,Medium,209,82,Porto,Direito
68,32,Midfielder,9,2,10,84.1,4,1,1,0,0,Medium,191,50,Lisboa,Esquerdo
92,23,Defender,10,2,6,86.8,3,1,2,0,0,Low,198,73,Porto,Esquerdo
50,17,Midfielder,6,2,12,89.1,1,1,0,0,0,None,194,88,Lisboa,Ambidestro
97,34,Midfielder,4,4,11,91.7,3,3,0,0,0,Medium,157,69,Porto,Ambidestro
95,16,Goalkeeper,9,5,7,96.5,0,0,1,0,0,Low,162,97,Porto,Direito
94,25,Midfielder,5,3,7,72.3,2,3,0,1,0,High,164,65,Braga,Esquerdo
77,24,Midfielder,7,3,11,90.0,3,3,3,0,0,High,201,88,Porto,Ambidestro
75,34,Midfielder,6,2,9,79.0,3,2,1,0,0,High,198,75,Faro,Esquerdo
62,27,Forward,6,1,8,92.9,2,4,0,0,0,High,199,63,Porto,Esquerdo
96,33,Forward,7,4,9,80.7,2,7,1,0,0,Medium,197,71,Lisboa,Esquerdo
54,31,Forward,5,2,20,83.8,1,1,0,0,0,High,162,56,Coimbra,Esquerdo
88,19,Midfielder,8,4,13,99.5,1,1,1,0,0,Medium,183,78,Braga,Direito
63,26,Forward,5,5,11,86.5,1,2,1,0,0,High,195,50,Faro,Ambidestro
97,30,Midfielder,2,4,11,92.4,2,1,2,0,0,Medium,202,61,Coimbra,Ambidestro
56,31,Midfielder,6,3,9,73.3,3,1,0,0,0,Medium,206,88,Porto,Esquerdo
69,17,Forward,4,1,11,80.3,2,0,0,0,0,Medium,151,97,Braga,Ambidestro
91,28,Defender,2,2,10,99.8,2,1,0,0,0,None,177,94,Lisboa,Ambidestro
57,27,Midfielder,4,6,13,91.1,0,0,1,0,0,Medium,196,84,Porto,Esquerdo
74,23,Midfielder,8,3,14,74.7,1,0,1,1,0,Low,195,61,Lisboa,Direito
59,27,Goalkeeper,1,8,7,98.5,1,3,0,0,0,High,174,61,Faro,Direito
95,29,Forward,3,4,14,97.8,1,3,0,0,0,Low,162,91,Braga,Ambidestro
94,18,Goalkeeper,4,1,13,82.5,1,2,0,0,0,Medium,153,68,Porto,Esquerdo
98,17,Midfielder,6,3,11,93.1,1,1,1,0,0,High,151,75,Lisboa,Ambidestro
95,32,Goalkeeper,4,4,3,76.0,3,4,2,0,0,Low,207,90,Braga,Direito
92,17,Midfielder,4,3,10,99.1,2,3,1,0,0,Medium,174,96,Lisboa,Direito
91,32,Goalkeeper,4,3,13,85.2,3,7,1,0,0,Low,200,95,Braga,Esquerdo
93,17,Midfielder,4,4,13,81.0,3,4,0,1,0,Low,186,50,Braga,Direito
88,17,Forward,4,0,4,83.7,1,1,1,1,0,Medium,165,70,Coimbra,Esquerdo
59,28,Goalkeeper,9,3,15,85.2,5,1,0,0,0,High,185,56,Coimbra,Esquerdo
87,22,Goalkeeper,6,2,12,74.6,1,5,1,0,1,Low,178,78,Porto,Ambidestro
78,24,Defender,3,3,17,78.2,1,1,0,1,0,High,165,74,Lisboa,Ambidestro
86,24,Defender,7,2,12,91.1,4,2,1,0,0,Medium,177,54,Lisboa,Esquerdo
66,29,Forward,8,1,18,97.7,1,4,3,0,0,Medium,165,57,Porto,Ambidestro
84,26,Midfielder,6,2,17,71.3,3,2,3,0,0,None,169,87,Porto,Esquerdo
74,34,Defender,8,5,6,90.3,4,2,0,0,0,High,209,93,Faro,Ambidestro
71,16,Forward,3,5,20,75.9,4,2,1,0,0,Low,188,83,Porto,Ambidestro
63,20,Forward,6,5,14,85.0,2,4,4,0,0,Medium,165,84,Lisboa,Esquerdo
71,16,Midfielder,3,4,11,77.1,0,1,2,0,0,High,191,71,Coimbra,Esquerdo
98,21,Midfielder,9,1,16,93.9,2,1,0,1,0,High,194,85,Faro,Esquerdo
84,31,Goalkeeper,5,6,6,98.9,0,0,2,0,0,Low,193,59,Coimbra,Esquerdo
72,31,Goalkeeper,5,1,10,70.7,1,1,2,0,1,High,170,93,Faro,Ambidestro
73,28,Forward,3,2,3,97.8,1,3,2,0,0,Medium,202,85,Coimbra,Ambidestro
52,29,Forward,9,2,6,82.5,5,0,2,0,0,None,199,97,Braga,Ambidestro
62,26,Forward,6,2,10,87.9,0,2,0,0,0,None,155,87,Braga,Ambidestro
89,25,Goalkeeper,2,4,5,88.6,0,3,1,0,0,High,203,68,Faro,Direito
61,32,Defender,8,3,7,79.9,2,1,0,0,0,High,196,94,Lisboa,Direito
98,22,Midfielder,2,5,9,89.1,4,1,0,1,0,High,208,88,Faro,Esquerdo
61,19,Forward,5,2,7,94.4,2,3,3,0,0,None,193,70,Braga,Ambidestro
76,32,Goalkeeper,8,1,9,71.7,0,2,0,0,0,Medium,163,94,Porto,Direito
80,16,Goalkeeper,3,5,14,77.0,2,3,3,0,0,Medium,157,52,Braga,Esquerdo
65,17,Midfielder,3,3,11,79.5,2,6,4,1,0,None,183,74,Coimbra,Direito
88,34,Defender,11,4,9,99.8,1,3,1,1,0,High,205,50,Braga,Ambidestro
74,16,Forward,3,2,8,76.4,3,0,0,0,0,Medium,208,72,Braga,Esquerdo
87,27,Midfielder,5,4,12,75.6,4,1,2,0,0,High,198,87,Faro,Esquerdo
97,34,Goalkeeper,3,6,11,87.2,0,2,1,0,0,High,190,55,Braga,Ambidestro
96,34,Defender,5,2,7,99.3,0,0,0,0,0,Low,184,62,Faro,Esquerdo
95,31,Forward,5,2,12,85.8,2,1,1,0,0,None,154,80,Porto,Direito
77,31,Goalkeeper,4,6,10,98.9,0,6,2,1,0,None,163,73,Faro,Ambidestro
98,23,Goalkeeper,2,3,6,79.6,2,3,0,0,0,Low,180,96,Lisboa,Ambidestro
82,28,Midfielder,6,5,6,76.8,2,5,1,0,0,Medium,193,58,Lisboa,Ambidestro
78,29,Goalkeeper,4,2,9,74.9,4,0,1,0,0,High,190,94,Coimbra,Direito
81,34,Forward,2,2,8,88.4,3,2,2,1,0,Low,202,94,Faro,Ambidestro
70,30,Goalkeeper,8,3,14,70.6,4,5,0,0,0,Medium,171,71,Lisboa,Direito
96,30,Midfielder,5,3,5,94.1,3,2,1,0,0,Low,181,59,Faro,Esquerdo
90,23,Midfielder,12,4,15,90.2,5,4,0,0,0,None,179,91,Faro,Esquerdo
54,28,Defender,6,5,9,83.9,2,1,3,0,0,Medium,153,85,Faro,Esquerdo
84,27,Defender,8,3,11,99.2,1,2,0,0,0,Low,191,59,Faro,Ambidestro
70,28,Goalkeeper,3,3,4,87.2,0,2,0,1,0,Low,209,57,Braga,Esquerdo
92,31,Goalkeeper,2,2,15,94.0,0,1,0,0,0,None,195,83,Coimbra,Esquerdo
61,27,Goalkeeper,4,2,10,96.0,1,1,0,0,0,High,156,65,Braga,Direito
78,29,Defender,5,2,9,98.7,4,1,3,0,0,None,151,67,Braga,Direito
65,30,Defender,2,3,9,98.8,2,3,0,0,0,None,205,89,Lisboa,Direito
92,34,Goalkeeper,9,4,12,73.8,0,1,0,0,0,High,151,68,Lisboa,Ambidestro
61,20,Defender,4,3,12,75.8,2,2,0,0,0,None,168,87,Porto,Direito
56,17,Midfielder,7,8,7,72.9,4,2,2,0,0,High,185,57,Faro,Ambidestro
72,33,Defender,5,3,9,73.1,2,1,1,1,0,Low,179,83,Porto,Direito
84,33,Midfielder,3,4,8,86.5,3,4,1,0,0,None,151,96,Faro,Direito
65,32,Goalkeeper,6,6,8,90.1,2,3,0,1,0,Medium,184,52,Faro,Ambidestro
75,25,Midfielder,7,2,9,83.0,4,3,2,1,0,High,170,96,Porto,Direito
77,32,Forward,2,4,8,90.2,1,2,0,1,0,None,182,54,Coimbra,Ambidestro
52,18,Goalkeeper,7,0,11,87.9,3,2,2,0,0,Medium,199,83,Lisboa,Esquerdo
75,31,Midfielder,5,4,8,97.3,0,3,2,1,0,None,151,69,Porto,Ambidestro
93,33,Midfielder,1,2,10,99.5,2,1,0,0,0,None,165,81,Coimbra,Direito
50,22,Defender,7,2,11,95.9,3,5,1,0,0,High,186,59,Faro,Ambidestro
64,16,Midfielder,5,3,11,72.8,2,4,1,0,0,Medium,169,76,Coimbra,Esquerdo
97,22,Defender,1,3,8,79.1,2,2,0,0,0,None,180,99,Braga,Esquerdo
65,28,Midfielder,5,4,10,71.9,1,3,3,1,0,None,181,62,Coimbra,Ambidestro
76,31,Midfielder,5,3,11,87.7,1,2,1,0,0,High,177,86,Faro,Esquerdo
97,26,Defender,4,1,8,78.2,2,2,1,0,0,Low,161,98,Lisboa,Direito
97,18,Forward,4,3,9,95.0,0,2,0,0,0,Medium,177,81,Coimbra,Ambidestro
75,24,Midfielder,4,3,12,82.2,5,3,1,0,0,Low,150,55,Lisboa,Direito
57,22,Midfielder,4,4,6,93.8,0,3,0,0,0,Low,171,93,Coimbra,Direito
69,18,Goalkeeper,4,5,5,73.2,2,3,0,0,0,None,170,91,Lisboa,Direito
84,16,Defender,5,3,12,91.2,3,5,1,1,0,High,180,52,Coimbra,Esquerdo
56,26,Defender,4,2,10,85.8,2,2,0,0,0,High,162,83,Lisboa,Ambidestro
67,28,Forward,5,2,5,91.5,3,4,0,0,0,None,191,77,Porto,Ambidestro
68,19,Goalkeeper,5,2,11,80.3,4,2,0,0,0,None,165,65,Coimbra,Ambidestro
65,25,Forward,3,2,17,77.5,1,3,0,0,0,Low,178,53,Lisboa,Ambidestro
87,23,Forward,4,2,10,92.1,2,2,0,0,0,High,190,72,Lisboa,Ambidestro
64,32,Midfielder,6,2,12,73.8,0,3,0,0,0,None,184,72,Lisboa,Direito
78,26,Midfielder,5,5,12,91.2,3,1,0,1,0,None,192,57,Coimbra,Esquerdo
92,20,Defender,5,3,13,70.9,2,1,0,0,0,Medium,184,94,Porto,Direito
81,33,Goalkeeper,3,6,9,91.2,2,1,2,0,0,None,186,69,Coimbra,Esquerdo
99,19,Defender,5,3,12,71.0,2,2,1,0,0,Medium,189,91,Faro,Ambidestro
92,21,Goalkeeper,3,1,14,78.6,1,2,2,1,0,Medium,175,57,Faro,Direito
66,22,Defender,5,4,7,86.5,2,1,0,0,0,None,198,90,Coimbra,Direito
73,27,Forward,3,3,19,96.3,3,2,0,0,0,Medium,202,73,Porto,Direito
74,18,Forward,2,4,8,96.3,2,2,0,1,0,Low,171,99,Lisboa,Ambidestro
64,23,Forward,4,6,12,99.6,1,2,3,1,0,Medium,169,91,Lisboa,Esquerdo
56,25,Midfielder,2,4,14,92.1,3,1,1,0,0,Low,160,54,Faro,Esquerdo
64,16,Goalkeeper,4,5,6,86.8,3,2,1,0,0,None,205,67,Coimbra,Ambidestro
93,32,Goalkeeper,7,2,6,76.3,3,5,1,0,0,High,163,92,Braga,Direito
98,33,Midfielder,2,6,11,76.1,1,2,1,0,0,Medium,162,76,Faro,Direito
61,24,Goalkeeper,6,8,14,76.9,3,1,2,0,0,Medium,204,59,Braga,Ambidestro
62,31,Defender,4,2,9,88.1,2,3,2,0,0,Low,169,89,Faro,Esquerdo
98,32,Forward,2,1,10,75.1,1,1,1,1,0,Medium,157,95,Faro,Esquerdo
73,33,Midfielder,9,7,7,76.4,3,1,2,0,0,High,198,76,Braga,Ambidestro
56,26,Forward,5,5,12,81.0,0,2,1,0,0,None,173,91,Porto,Esquerdo
54,33,Goalkeeper,8,6,10,84.4,2,5,0,0,0,Medium,208,80,Coimbra,Ambidestro
86,19,Midfielder,6,0,11,78.5,3,1,0,0,0,None,169,69,Coimbra,Direito
52,23,Goalkeeper,6,1,10,76.8,1,3,0,0,0,High,188,89,Lisboa,Ambidestro
61,25,Forward,6,3,8,78.1,2,4,1,0,0,High,151,71,Lisboa,Ambidestro
75,19,Goalkeeper,4,2,12,98.1,4,1,1,0,0,Low,160,68,Coimbra,Direito
89,23,Midfielder,4,3,8,76.7,1,1,1,0,0,None,183,72,Braga,Esquerdo
68,32,Goalkeeper,4,2,12,95.8,4,5,0,0,0,Medium,153,59,Braga,Direito
60,18,Midfielder,4,0,6,84.4,3,2,0,0,0,Medium,208,83,Braga,Direito
53,20,Midfielder,4,3,9,80.7,3,2,2,1,0,High,165,93,Coimbra,Ambidestro
63,20,Midfielder,5,1,11,75.5,2,4,1,0,0,Low,176,99,Braga,Direito
81,22,Defender,6,1,11,82.7,3,0,1,0,0,Medium,189,58,Porto,Esquerdo
53,16,Goalkeeper,5,3,13,94.7,0,0,1,0,0,Medium,151,67,Lisboa,Ambidestro
87,33,Goalkeeper,5,2,11,77.6,2,2,2,0,0,High,159,92,Coimbra,Direito
78,21,Forward,11,2,7,81.1,3,2,0,0,0,High,158,94,Braga,Esquerdo
60,30,Midfielder,3,7,10,93.6,3,4,1,0,0,High,162,65,Coimbra,Direito
87,24,Midfielder,3,4,10,93.8,1,2,1,0,0,Low,158,91,Lisboa,Direito
89,18,Forward,5,3,8,78.0,1,3,4,0,1,None,186,81,Faro,Direito
83,33,Goalkeeper,4,4,5,84.4,3,1,0,0,0,None,203,59,Porto,Ambidestro
82,31,Goalkeeper,6,2,8,84.7,2,2,0,1,0,Medium,156,81,Lisboa,Ambidestro
87,32,Goalkeeper,6,3,4,95.1,3,1,3,0,0,Medium,187,83,Braga,Direito
57,24,Midfielder,6,0,13,89.0,0,3,2,0,0,Medium,176,70,Lisboa,Ambidestro
82,28,Midfielder,6,5,10,98.3,2,1,1,0,0,High,190,95,Lisboa,Direito
71,23,Forward,3,4,12,85.4,1,3,0,0,0,Medium,168,66,Lisboa,Direito
88,28,Defender,4,1,9,84.3,1,2,0,1,1,High,171,58,Lisboa,Esquerdo
68,16,Defender,7,4,9,97.3,3,1,2,0,0,High,184,92,Faro,Esquerdo
56,27,Midfielder,3,1,10,78.2,2,1,1,1,1,Low,208,70,Braga,Ambidestro
81,27,Goalkeeper,2,2,6,85.1,2,2,0,1,1,High,172,96,Porto,Esquerdo
88,24,Goalkeeper,4,2,10,99.9,2,3,0,0,0,High,196,98,Faro,Ambidestro
87,16,Defender,4,6,13,75.5,3,1,0,0,0,None,176,60,Lisboa,Ambidestro
61,29,Goalkeeper,2,5,12,99.8,1,1,0,0,0,None,184,66,Coimbra,Esquerdo
93,29,Defender,5,1,11,92.6,0,4,1,0,0,Medium,187,52,Braga,Direito
52,21,Midfielder,5,2,10,85.9,5,2,4,0,0,Low,186,67,Braga,Ambidestro
96,31,Midfielder,4,2,6,82.6,2,4,0,0,0,None,176,52,Braga,Direito
84,23,Goalkeeper,5,3,8,73.5,3,0,1,0,0,Medium,165,59,Coimbra,Direito
100,34,Goalkeeper,4,3,15,91.7,1,2,4,0,0,None,159,78,Porto,Ambidestro
96,20,Defender,5,6,12,79.6,2,2,1,1,0,High,177,66,Faro,Direito
92,30,Goalkeeper,8,1,11,74.4,1,0,0,0,0,Medium,176,97,Lisboa,Ambidestro
77,28,Midfielder,4,2,13,95.5,0,2,0,0,0,High,207,74,Faro,Ambidestro
51,21,Goalkeeper,4,5,9,73.2,2,4,1,0,0,Low,196,51,Coimbra,Ambidestro
71,32,Goalkeeper,1,4,4,91.7,0,4,2,0,0,Medium,188,56,Lisboa,Direito
83,20,Goalkeeper,3,4,15,93.3,0,0,2,0,0,High,153,74,Braga,Ambidestro
90,25,Midfielder,4,1,8,92.0,1,2,2,0,0,Low,203,89,Faro,Esquerdo
54,20,Goalkeeper,3,5,16,78.3,2,2,0,0,0,Low,177,81,Coimbra,Esquerdo
77,32,Defender,5,4,17,73.4,2,1,1,1,0,High,173,59,Coimbra,Esquerdo
65,34,Forward,0,5,5,91.3,0,1,0,1,0,High,158,96,Lisboa,Direito
68,21,Defender,4,6,8,95.8,2,1,1,0,0,Medium,158,81,Porto,Direito
79,30,Defender,9,7,10,71.3,1,3,1,0,0,Medium,191,94,Faro,Esquerdo
76,19,Defender,3,6,5,76.8,5,1,1,0,0,Medium,195,53,Coimbra,Ambidestro
88,32,Midfielder,5,2,13,79.4,3,2,0,0,0,High,186,50,Coimbra,Ambidestro
72,16,Defender,4,4,3,96.1,5,2,1,0,0,Medium,201,52,Lisboa,Esquerdo
52,33,Goalkeeper,8,4,13,99.0,1,3,0,0,0,None,190,79,Porto,Direito
64,25,Midfielder,5,2,6,72.3,3,2,1,0,0,High,207,94,Coimbra,Direito
69,34,Forward,2,0,10,88.1,1,3,2,1,0,Medium,174,61,Faro,Ambidestro
60,17,Defender,4,3,13,88.3,2,2,1,0,0,None,201,99,Faro,Esquerdo
71,32,Forward,5,2,13,91.7,3,1,2,0,0,Medium,185,70,Braga,Esquerdo
67,33,Goalkeeper,4,2,14,77.7,5,1,2,0,0,High,165,50,Lisboa,Direito
84,28,Goalkeeper,6,3,11,95.0,1,4,1,0,0,None,160,66,Faro,Ambidestro
62,22,Defender,1,5,3,93.9,1,3,0,1,0,None,184,61,Coimbra,Esquerdo
91,20,Goalkeeper,8,1,10,78.0,1,2,1,0,0,Low,176,72,Coimbra,Direito
50,19,Goalkeeper,5,3,9,76.4,0,1,1,0,0,Medium,159,57,Porto,Direito
80,22,Goalkeeper,3,1,6,82.2,5,3,0,0,0,Low,182,81,Porto,Esquerdo
62,20,Midfielder,1,2,10,76.5,1,1,0,0,0,High,160,88,Braga,Ambidestro
92,34,Forward,6,1,13,99.6,2,2,0,1,0,None,175,82,Faro,Esquerdo
66,22,Defender,4,4,7,79.1,1,2,1,0,0,Medium,176,72,Coimbra,Ambidestro
73,28,Forward,5,3,8,79.4,2,3,2,0,0,None,153,82,Faro,Esquerdo
72,19,Midfielder,1,1,9,89.9,3,2,2,0,0,High,195,83,Coimbra,Ambidestro
99,30,Goalkeeper,3,3,8,76.5,0,2,1,0,0,None,166,59,Faro,Ambidestro
97,33,Goalkeeper,4,5,9,70.7,0,0,3,0,0,Medium,179,82,Porto,Esquerdo
91,19,Midfielder,5,4,8,74.7,0,5,3,0,0,Medium,198,70,Coimbra,Direito
52,19,Goalkeeper,8,1,14,75.5,4,2,1,0,0,Low,194,53,Lisboa,Direito
63,17,Defender,8,2,5,86.0,0,0,4,1,0,High,204,94,Porto,Ambidestro
68,20,Defender,5,3,6,74.0,5,2,0,0,0,Low,196,97,Faro,Ambidestro
93,23,Forward,9,3,10,80.2,4,1,0,1,0,Low,204,81,Coimbra,Ambidestro
66,26,Midfielder,7,2,10,83.5,3,0,1,0,0,Medium,177,88,Porto,Direito
91,26,Midfielder,4,3,9,90.0,1,0,1,1,0,Medium,189,86,Coimbra,Esquerdo
93,33,Defender,3,1,11,82.6,2,2,1,0,0,None,151,54,Porto,Ambidestro
98,34,Goalkeeper,3,1,15,99.8,1,4,1,0,0,Low,208,79,Braga,Esquerdo
98,32,Midfielder,4,5,13,96.5,2,3,1,0,0,High,186,70,Faro,Esquerdo
53,16,Midfielder,4,1,4,87.8,4,5,0,0,0,Low,178,69,Porto,Ambidestro
84,20,Goalkeeper,8,2,14,91.6,0,0,1,0,0,Medium,187,60,Lisboa,Direito
86,18,Midfielder,2,3,16,82.9,4,2,3,0,0,Medium,194,98,Coimbra,Direito
97,29,Goalkeeper,2,0,16,90.9,1,2,2,0,0,Medium,158,66,Lisboa,Direito
52,17,Forward,9,2,8,93.6,1,1,0,1,0,Low,183,57,Porto,Ambidestro
73,18,Forward,3,4,15,94.7,1,0,1,0,0,None,180,50,Braga,Ambidestro
63,18,Goalkeeper,6,3,15,71.8,1,5,0,1,0,Low,167,72,Faro,Direito
52,28,Forward,6,3,14,71.9,4,4,1,0,0,High,166,71,Coimbra,Esquerdo
60,23,Goalkeeper,5,0,10,86.1,3,2,1,0,0,Low,206,90,Braga,Esquerdo
98,29,Goalkeeper,2,7,11,73.9,2,3,1,0,0,High,198,80,Porto,Ambidestro
91,33,Midfielder,6,2,10,78.9,3,3,0,0,0,None,187,59,Coimbra,Direito
88,28,Goalkeeper,3,5,14,73.7,1,1,0,0,0,Low,152,72,Porto,Esquerdo
55,33,Goalkeeper,7,3,7,87.0,2,4,1,0,0,Medium,185,82,Porto,Direito
66,16,Goalkeeper,2,1,7,94.3,1,1,1,1,0,Low,160,65,Lisboa,Ambidestro
56,17,Goalkeeper,3,3,14,84.1,3,1,2,0,0,None,157,85,Faro,Direito
64,20,Goalkeeper,4,0,8,71.0,0,4,0,0,0,None,164,79,Porto,Esquerdo
60,26,Defender,4,6,8,71.6,2,3,0,0,0,Low,207,82,Faro,Direito
95,26,Defender,2,3,5,75.4,7,0,1,0,0,Medium,175,69,Lisboa,Esquerdo
75,16,Defender,6,4,6,95.9,3,1,0,0,0,Medium,197,63,Faro,Esquerdo
57,18,Forward,6,4,10,97.5,3,4,1,1,0,Low,181,92,Porto,Direito
90,17,Midfielder,4,2,7,73.1,1,3,0,0,0,Medium,186,50,Porto,Ambidestro
66,29,Forward,4,4,10,76.4,2,2,2,0,0,Medium,177,55,Faro,Direito
72,31,Forward,6,1,3,93.7,3,1,0,0,0,Medium,180,62,Porto,Direito
78,33,Defender,3,4,9,70.6,2,3,0,0,0,Medium,200,84,Lisboa,Esquerdo
56,20,Defender,9,2,8,83.5,5,0,0,1,0,Low,205,59,Porto,Ambidestro
70,23,Midfielder,6,4,11,94.2,0,0,0,0,0,Medium,155,68,Porto,Direito
86,22,Goalkeeper,4,3,9,97.5,1,0,2,0,0,Low,178,93,Lisboa,Direito
72,25,Forward,3,1,12,88.2,0,1,1,0,1,None,153,97,Braga,Esquerdo
63,31,Midfielder,5,1,5,85.4,2,4,1,1,0,None,155,87,Faro,Ambidestro
82,34,Goalkeeper,3,2,12,91.7,0,0,1,0,0,Low,158,71,Coimbra,Esquerdo
83,26,Forward,2,6,12,72.1,2,3,2,1,0,Medium,153,54,Braga,Esquerdo
80,34,Midfielder,3,3,11,91.4,3,2,1,0,0,Low,185,74,Coimbra,Esquerdo
86,18,Forward,6,2,13,81.8,4,6,0,0,1,None,196,71,Porto,Ambidestro
70,33,Midfielder,5,2,7,91.1,1,1,1,0,0,High,157,95,Faro,Ambidestro
82,19,Forward,6,3,10,82.0,2,1,2,0,0,None,175,87,Faro,Ambidestro
77,32,Goalkeeper,7,5,14,82.7,5,1,2,0,0,Medium,162,93,Lisboa,Direito
98,28,Forward,4,2,6,85.2,2,2,1,0,0,Medium,169,59,Braga,Ambidestro
71,19,Defender,5,5,13,76.7,1,0,0,1,0,Medium,189,97,Coimbra,Esquerdo
50,29,Forward,5,2,16,83.8,0,0,2,0,0,Low,187,97,Lisboa,Esquerdo
58,18,Goalkeeper,2,3,9,91.1,0,1,1,1,0,Medium,176,56,Lisboa,Ambidestro
65,19,Defender,3,2,8,89.1,2,1,1,0,0,Low,201,58,Lisboa,Ambidestro
98,33,Goalkeeper,6,2,8,91.3,1,2,0,1,0,High,198,87,Braga,Ambidestro
67,28,Goalkeeper,6,2,8,90.1,2,5,0,1,0,None,173,58,Porto,Ambidestro
55,22,Midfielder,8,1,12,99.8,0,2,1,0,0,Low,171,50,Coimbra,Ambidestro
67,26,Goalkeeper,8,2,10,84.2,2,0,1,1,0,Low,176,54,Braga,Esquerdo
97,26,Goalkeeper,8,0,13,91.2,3,2,1,1,0,High,193,89,Braga,Direito
71,21,Goalkeeper,8,3,10,83.4,1,1,1,0,0,Low,175,52,Lisboa,Esquerdo
51,26,Defender,6,2,14,98.5,1,1,2,0,0,Medium,153,51,Coimbra,Ambidestro
51,24,Forward,4,1,13,86.9,2,2,1,0,0,None,188,92,Coimbra,Esquerdo
66,31,Defender,6,4,13,89.3,2,5,2,1,0,High,167,97,Porto,Ambidestro
80,20,Goalkeeper,9,2,8,98.1,0,4,1,1,0,Medium,186,59,Faro,Ambidestro
79,21,Goalkeeper,2,3,6,76.6,1,3,0,0,0,High,181,95,Faro,Esquerdo
57,19,Goalkeeper,6,1,6,81.5,2,2,1,1,0,Low,187,55,Coimbra,Esquerdo
54,23,Defender,1,2,18,76.6,3,4,1,0,0,Medium,168,66,Coimbra,Ambidestro
67,31,Goalkeeper,5,4,11,73.8,1,0,1,0,0,Medium,172,88,Faro,Esquerdo
62,31,Midfielder,4,2,14,75.0,2,1,2,0,0,None,165,90,Braga,Esquerdo
95,26,Defender,7,4,7,78.7,2,5,1,0,0,None,195,70,Lisboa,Esquerdo
93,29,Midfielder,4,1,5,83.1,2,8,1,0,0,High,169,60,Coimbra,Direito
79,23,Midfielder,1,6,5,92.5,0,2,1,0,0,Low,156,61,Porto,Ambidestro
74,21,Defender,1,3,11,85.6,0,0,0,0,0,None,155,92,Lisboa,Direito
54,23,Goalkeeper,3,2,12,75.9,3,0,0,0,0,None,202,50,Coimbra,Direito
66,34,Forward,2,2,9,92.4,1,2,3,0,0,Medium,184,62,Porto,Direito
51,23,Goalkeeper,2,3,9,87.1,3,3,2,0,0,High,153,95,Porto,Ambidestro
70,16,Midfielder,3,1,10,88.8,1,2,1,0,1,Medium,166,68,Lisboa,Ambidestro
92,28,Defender,4,1,11,78.6,2,1,1,0,0,None,150,65,Porto,Direito
51,23,Midfielder,8,3,7,70.9,4,1,0,0,0,None,163,71,Porto,Esquerdo
80,24,Defender,4,2,12,98.9,5,1,0,0,0,None,205,62,Porto,Esquerdo
51,31,Goalkeeper,6,2,7,71.5,1,1,1,0,0,Medium,200,95,Coimbra,Ambidestro
67,20,Goalkeeper,4,2,13,71.9,0,1,2,0,0,High,206,54,Coimbra,Direito
84,26,Defender,6,4,13,83.7,0,1,1,0,0,Medium,161,66,Lisboa,Ambidestro
91,32,Goalkeeper,6,3,9,70.4,4,1,1,1,0,Medium,169,74,Coimbra,Esquerdo
77,24,Goalkeeper,1,7,12,70.0,0,1,1,0,0,High,206,59,Faro,Ambidestro
91,32,Forward,2,0,5,99.1,1,4,2,0,1,Medium,188,66,Braga,Ambidestro
56,30,Defender,1,3,8,74.2,1,2,1,0,0,Low,185,66,Braga,Ambidestro
86,16,Midfielder,7,3,6,72.3,4,2,0,1,0,None,159,70,Coimbra,Esquerdo
76,31,Goalkeeper,8,3,11,89.1,0,1,1,0,0,Medium,160,56,Faro,Esquerdo
100,28,Midfielder,4,1,9,82.2,4,2,2,0,0,Low,185,65,Faro,Ambidestro
80,18,Forward,4,6,11,79.2,2,3,0,0,0,High,184,92,Lisboa,Direito
75,29,Goalkeeper,7,2,14,97.8,1,1,0,1,0,Low,189,84,Faro,Esquerdo
85,18,Midfielder,11,3,10,95.4,0,1,1,1,0,High,198,98,Braga,Esquerdo
58,33,Forward,2,2,8,85.4,1,2,1,0,0,High,169,66,Porto,Esquerdo
73,29,Defender,7,5,13,84.1,2,3,0,0,0,None,192,98,Faro,Esquerdo
51,32,Defender,4,2,13,88.4,1,3,0,0,0,High,168,95,Braga,Esquerdo
51,21,Defender,4,3,14,79.4,4,0,1,0,0,Medium,175,94,Porto,Ambidestro
83,23,Forward,3,3,9,76.7,1,3,0,0,0,High,204,50,Braga,Direito
58,17,Goalkeeper,4,6,13,82.4,0,2,1,0,0,High,208,92,Faro,Direito
56,33,Midfielder,8,1,10,77.4,0,3,0,1,0,Medium,157,71,Porto,Esquerdo
72,18,Midfielder,9,6,7,83.5,1,1,0,0,0,High,160,98,Faro,Esquerdo
87,17,Defender,6,6,5,85.7,1,3,1,0,0,High,173,51,Faro,Esquerdo
87,20,Midfielder,3,5,11,90.1,3,3,0,0,0,None,178,91,Porto,Direito
82,24,Forward,5,2,4,95.0,0,2,0,0,0,High,158,53,Faro,Direito
88,34,Goalkeeper,4,1,11,70.3,5,2,1,0,0,Low,198,71,Porto,Esquerdo
94,17,Goalkeeper,1,4,12,73.6,0,2,2,0,0,Medium,209,66,Faro,Esquerdo
