Diferenca de Golos da Equipa da Casa,Golos Marcados pela Equipa da Casa_5J,Golos Marcados pela Equipa Fora_5J,Golos Sofridos pela Equipa da Casa_5J,Golos Sofridos pela Equipa Fora_5J,Taxa de Vitorias da Equipa da Casa_10J,Taxa de Vitorias da Equipa Fora_10J,Posicao da Equipa da Casa na Liga,Posicao da Equipa Fora na Liga,Distancia Percorrida_Equipa Fora,Temperatura no Dia do Jogo,Numero de Espectadores,Golos da Equipa da Casa,Golos da Equipa Fora
3,1.766214664,1.215555292,0.678473904,1.117625355,0.252516723,0.79490832,6,9,119,15,45919,3,0
2,1.982508072,1.35444538,1.002417638,1.600550038,0.977005872,0.408818388,14,6,171,23,18691,2,0
0,1.321917642,1.389367476,2.189171942,2.299669467,0.286708683,0.574719511,20,3,72,13,48505,0,0
-1,0.377919613,1.390469638,0.841232895,1.383046341,0.589580114,0.030039649,5,12,622,21,25465,0,1
2,1.786066527,1.245729262,2.083948543,1.280399525,0.531094939,0.63888035,16,6,950,22,9540,3,1
-1,1.478968399,0.471445208,2.175209876,2.228527196,0.657937517,0.454596426,20,13,61,23,25049,0,1
0,1.916690143,1.672500162,2.191571952,1.756923863,0.125741254,0.975136573,15,16,957,15,29838,1,1
2,1.435260048,0.827773776,0.936012204,1.599553742,0.081651504,0.873260193,13,3,299,16,49568,2,0
1,1.609101163,0.822445791,1.518670079,0.961287253,0.449220473,0.897941762,16,8,127,20,2083,2,1
-2,1.681272927,1.662417973,0.6799156,1.18795659,0.870621668,0.606066649,11,5,238,27,5897,0,2
2,1.329954857,1.052600708,1.305827688,1.940078133,0.935760524,0.846084333,8,17,243,23,30878,2,0
0,0.823121434,1.690335154,1.302961787,1.30396713,0.304419436,0.801034878,12,5,948,12,25055,1,1
-2,0.852395292,1.538258193,0.508883524,1.56083069,0.330369098,0.65529352,9,7,586,21,28839,1,3
0,1.886189171,0.951970582,1.527327812,1.547664041,0.377857791,0.828807542,11,12,470,18,40780,0,0
2,1.467579685,1.623755505,0.715736494,1.185562651,0.726904562,0.813412084,15,12,366,21,45696,3,1
0,0.879961534,1.558658106,1.412954437,1.634115587,0.761522575,0.997556228,18,14,411,14,28429,0,0
0,2.341397339,1.591854764,1.048192371,0.928873658,0.698333529,0.744927072,18,1,587,18,45487,2,2
0,2.070078804,1.415880381,1.067017982,0.824094451,0.860876233,0.580886334,3,6,748,24,3476,0,0
0,0.73705152,1.70514303,1.346388558,1.793375056,0.698004794,0.265171409,10,3,892,29,49178,1,1
2,1.907963132,2.251604062,2.526528435,0.24408709,0.635901057,0.694146567,20,13,182,16,11611,3,1
0,0.902037474,1.278802439,1.614624387,0.94562235,0.940924705,0.077509463,13,15,583,18,20290,0,0
0,0.724704042,1.208650169,2.126897088,2.23162179,0.093438964,0.797341113,5,11,555,25,43947,0,0
-1,1.198299781,1.553999555,1.450148576,1.938083711,0.330062086,0.642679382,10,18,760,22,25829,0,1
2,1.1958323,1.503090452,1.454849811,1.264360238,0.207505736,0.556064929,2,18,548,28,13874,2,0
3,0.964247164,0.897623263,0.967748802,0.983820084,0.268079403,0.513374314,14,2,578,10,18360,3,0
3,1.440268147,1.107008087,0.523821706,0.257809371,0.13258791,0.06167407,16,15,775,21,28402,3,0
0,1.507013031,0.717556684,1.098423983,1.510041524,0.97416817,0.468803218,14,2,445,20,16013,1,1
-2,1.001769395,1.380138121,0.496901715,1.734852264,0.101902342,0.144368021,14,14,851,24,8697,1,3
0,1.441364373,1.966283989,2.690983469,0.924536121,0.61398598,0.874948408,13,2,621,22,36828,0,0
-3,1.228027368,1.232571475,0.77082507,0.971168684,0.463218384,0.742061137,19,14,484,15,19463,0,3
1,0.650222523,1.732502004,1.230210588,0.43125569,0.418139577,0.331030279,13,10,719,29,6804,2,1
-1,1.499568746,2.47300768,1.239818254,1.844372935,0.267598338,0.799975198,9,5,402,13,14710,1,2
0,1.001057895,0.863450493,1.35113134,1.651817632,0.574772241,0.333288888,5,9,645,25,5075,1,1
0,1.679806346,1.3076783,1.73604299,2.433821193,0.190100261,0.26467258,20,9,83,26,46118,1,1
0,1.148685144,1.698429716,2.041529987,1.914155911,0.901735804,0.806455838,10,16,440,21,10061,1,1
1,1.233776667,0.990760101,1.051871695,1.254097275,0.404563457,0.789431816,4,7,399,10,20451,1,0
2,1.119973543,1.395673694,1.816449212,0.971759993,0.380433972,0.399821642,11,16,781,17,39890,2,0
0,0.838397352,1.340069424,1.46866517,2.224826145,0.257432724,0.723558609,12,8,810,21,27414,0,0
-1,1.232973723,1.105608123,2.499314216,1.305531984,0.511422621,0.586606002,3,12,706,20,28973,0,1
-3,0.417785569,2.008534092,1.361480288,1.238784811,0.795279186,0.144710952,5,18,638,26,41655,0,3
-1,1.703362976,1.391267254,1.600229586,1.106432762,0.299818668,0.612738356,15,14,68,19,27433,0,1
1,0.679733418,0.204254688,0.930246246,0.90050896,0.810892486,0.725655145,7,5,791,13,9125,1,0
1,1.3256033,1.447092586,2.003959381,1.379138296,0.999108014,0.899702984,12,9,189,17,48842,1,0
1,2.080462276,1.144230376,1.265571028,1.635441655,0.994635439,0.966217845,3,11,361,13,8397,1,0
1,1.64520525,1.241209503,1.15556743,1.822985821,0.167971756,0.172504406,19,5,781,29,43094,1,0
-1,1.426534983,1.319907453,1.329262158,1.568947762,0.445173841,0.850654139,7,15,700,25,34498,0,1
-1,0.732648179,1.5719699,1.680176652,0.715557558,0.768297529,0.653936947,6,7,216,24,3670,0,1
0,1.642810264,1.311667015,0.929906648,2.353548408,0.164104256,0.389490882,11,9,793,22,3560,0,0
-1,1.506713159,0.847828316,0.972818384,1.702301555,0.341770218,0.583931107,2,9,308,12,22904,0,1
0,0.411402521,2.620378793,1.862075609,2.416198906,0.94611826,0.709650886,19,2,992,25,39078,0,0
1,2.002289801,1.358590938,1.992778242,0.87659343,0.897219022,0.046764866,2,2,728,28,31143,1,0
2,1.93732697,1.160954556,1.425098279,1.779911437,0.772114667,0.122035107,14,9,739,27,42527,2,0
1,2.057880994,1.705860317,1.28775141,1.497020755,0.690172727,0.566670909,7,8,599,12,3043,3,2
1,1.454629155,0.501489355,1.678740064,2.025639628,0.29341095,0.052894175,11,18,272,23,2585,1,0
-1,2.237661609,1.335228264,1.939063635,1.207464854,0.486569755,0.832183661,15,8,596,29,35265,1,2
0,1.7533928,1.752698096,2.064221797,1.315444129,0.865245461,0.674311853,19,7,102,24,40160,1,1
1,1.140405104,0.772399661,1.609274829,0.995511951,0.745769897,0.733506008,14,5,775,21,15293,2,1
1,1.321205771,1.299739633,1.552013765,1.841004933,0.985570769,0.097171478,8,5,281,11,45038,1,0
0,1.445554992,0.801618485,1.159765007,1.542454166,0.730803252,0.874868414,17,16,880,14,11674,1,1
-3,1.271067046,0.326769985,1.360827209,2.048555388,0.588420346,0.92478574,12,4,898,28,2456,0,3
3,2.345532386,0.470614281,0.957741828,0.858258675,0.04648972,0.50670091,2,7,766,10,22530,3,0
0,1.324389419,0.715252462,1.697087069,1.340511189,0.397109512,0.827800874,3,2,761,16,37463,1,1
3,1.326133154,1.417398258,1.281695355,0.844689788,0.382407826,0.194045801,16,17,504,22,19053,3,0
2,1.499191482,1.556199722,0.950815142,0.739653825,0.355587693,0.868030074,20,13,335,11,44903,3,1
-2,2.30056534,2.477781855,0.373866316,1.778332478,0.589573623,0.004277309,17,17,350,21,14856,0,2
3,1.906217701,1.308228854,1.42714485,0.441082632,0.383440634,0.203890177,2,6,645,17,48009,3,0
-2,1.580197869,1.447497532,-0.341574275,2.793264839,0.960391673,0.99181645,15,16,308,10,7802,0,2
3,1.319978131,1.627427665,1.49767835,1.117125889,0.110116488,0.477944746,12,7,198,18,2082,4,1
-1,1.375635572,1.466923904,1.049221028,1.534955704,0.718811227,0.085524789,20,14,911,24,38606,1,2
-1,1.211316696,2.13867256,1.624933552,1.55450449,0.255181371,0.125828757,3,5,783,12,21928,0,1
-3,1.914903828,2.142049165,0.736198888,1.723028495,0.281147724,0.044430092,10,20,539,22,21892,2,5
3,1.2551759,0.897129122,1.875299214,0.14318122,0.539602751,0.123625478,5,18,335,25,44372,6,3
1,1.140106111,1.053939661,1.395184012,1.304858663,0.313037417,0.14169104,17,12,800,13,5720,1,0
-2,1.469462659,1.388230817,0.688406,0.725840807,0.705285416,0.358997962,19,7,897,28,28253,0,2
1,1.331272199,0.768693967,0.971310401,1.007744646,0.049343861,0.40952844,7,11,638,23,15055,3,2
0,0.718213124,1.515629833,1.058330796,1.817486752,0.325683319,0.593009708,10,4,835,11,6831,2,2
-2,1.194727511,1.298607573,1.068071625,1.817454747,0.656602103,0.731668144,11,6,454,23,30185,0,2
-1,1.758636254,1.647509304,1.993039388,0.907267086,0.753188754,0.121734997,15,5,252,18,37260,1,2
1,0.884453572,2.271626485,0.973900253,1.45754665,0.203605568,0.753372158,16,3,418,16,20308,1,0
0,1.819276,0.94951924,1.36929263,1.249245358,0.791360192,0.06782434,7,18,580,23,5367,0,0
3,1.619319996,1.156489578,1.490260978,1.615247792,0.73642525,0.18578653,7,6,407,16,13996,3,0
2,2.26324559,1.349612088,1.357002635,0.084926345,0.817848948,0.998832664,1,1,537,12,43411,3,1
-1,1.791312055,1.26368608,0.094615804,0.211988181,0.496120566,0.135577826,7,13,99,29,43929,2,3
-1,1.160033281,0.918252582,1.743746633,1.505028281,0.001855325,0.28932681,19,12,997,28,14410,0,1
0,1.232685505,1.64389864,2.12752876,0.588994016,0.329529238,0.141178862,6,15,391,19,26128,0,0
-1,1.398151239,0.093585145,1.140139271,1.070097005,0.580675313,0.911947859,4,13,594,28,22075,0,1
-1,1.128034547,1.414023693,0.600566855,1.419534001,0.852241891,0.773891833,13,12,57,29,12922,0,1
-1,1.707373263,1.0748242,1.52950677,1.883158923,0.452037223,0.56542149,2,20,740,20,37671,0,1
0,1.503903866,1.170223821,1.194913939,1.384371237,0.94379782,0.475861864,16,2,655,17,33511,1,1
1,0.978200766,1.150471346,1.504742795,1.571748705,0.589422371,0.602939667,14,3,223,20,7145,2,1
-1,0.895134544,0.523242277,0.832863295,1.147447733,0.011026828,0.313920368,13,18,128,26,37214,0,1
-2,1.336707214,0.66502531,1.605146534,1.530173978,0.092566069,0.808171361,19,11,550,25,7173,0,2
2,1.063708999,1.680015777,1.289004038,0.559969631,0.06958323,0.031815488,5,12,300,11,11888,2,0
1,2.380547376,1.375326517,1.705505226,0.378089727,0.184466368,0.146686455,5,19,239,13,24394,1,0
1,1.014282518,1.151391034,1.23364856,1.008590197,0.577578108,0.193342169,19,18,83,20,34325,1,0
0,2.267492652,1.514435862,1.003500771,1.818938569,0.11756818,0.363751759,10,2,866,24,35166,1,1
-1,1.640704339,0.524518526,1.344838366,0.896314326,0.799624118,0.768022831,1,10,312,27,15919,1,2
1,2.118986118,1.255579955,0.560387095,1.579705248,0.347520832,0.603397056,8,9,857,20,22919,2,1
-1,1.73594186,1.338144999,0.9821058,0.855641504,0.030580285,0.314717936,19,8,456,19,29409,1,2
-1,2.083813986,1.605407173,1.204470171,1.257288528,0.734636238,0.908594142,13,9,149,21,6160,0,1
2,0.859799904,1.112524636,0.06249056,1.083692917,0.094585406,0.074781044,16,20,545,12,19835,3,1
-1,0.711174466,1.509046462,1.033898084,1.025378323,0.171168219,0.448323791,15,2,804,19,16873,0,1
2,1.718635075,1.226890353,1.562072142,1.488561573,0.121250557,0.796412185,19,9,415,16,35576,2,0
-2,0.948326225,1.404165158,0.950250903,0.353729418,0.770380007,0.304179279,13,20,560,14,42038,0,2
0,1.823786532,1.596904375,1.726456877,1.761050279,0.087380046,0.86427754,15,5,567,16,24977,0,0
-1,1.723685346,1.886766903,1.054849612,1.931483994,0.52950652,0.957655144,12,13,752,17,23190,1,2
3,1.426614686,1.256476965,0.859118029,1.843791267,0.30229769,0.015759523,6,7,747,18,10896,3,0
-1,1.88972854,1.554379212,0.625890383,1.875734166,0.975384514,0.751455021,15,14,976,29,49736,0,1
0,1.159836883,1.327178925,1.284110326,1.994904619,0.572506124,0.095020279,11,13,460,10,41964,0,0
0,1.981125899,0.829676112,1.949284812,0.742028853,0.749651489,0.244022185,7,14,577,22,47148,2,2
-1,1.070638744,1.7808385,1.126703092,1.589462822,0.784148204,0.09678584,11,2,314,14,33907,0,1
2,2.108749787,0.987055342,1.009579863,1.402637954,0.155425834,0.649504204,2,18,501,20,23877,2,0
-2,1.644850214,1.452720755,1.30379248,1.71075856,0.166578383,0.952388499,12,15,355,11,4205,1,3
-1,0.200901691,0.996036297,0.936208182,1.314805717,0.777491105,0.098790161,12,15,613,25,28366,1,2
-1,0.729094842,0.751344676,1.707098334,0.984916405,0.48395274,0.631413778,2,5,476,20,21277,0,1
-3,1.540984829,1.988669865,1.526056448,0.653405468,0.152738543,0.626142892,7,13,181,18,10245,0,3
0,2.293662432,1.248371902,1.43925033,2.469489514,0.70886863,0.589789295,12,17,261,28,8626,2,2
-2,1.132529833,2.470565279,2.213881075,1.410541809,0.935793804,0.175311673,20,12,572,17,6042,0,2
0,1.864538031,1.778066142,1.040473979,1.449877303,0.614355214,0.351340703,12,2,398,13,43299,1,1
1,1.963490944,1.005257878,0.854266714,1.569759787,0.655078761,0.714776363,15,6,150,28,20058,1,0
0,1.854037543,0.221838619,1.434488095,2.186509922,0.226279498,0.298155383,11,14,343,29,43905,0,0
-3,0.871139443,1.013951593,0.816879753,0.172736537,0.304652618,0.55570279,18,6,895,23,19827,1,4
0,2.088510552,0.975713629,0.976460523,2.123620123,0.561513541,0.843400001,7,20,152,20,20518,0,0
-4,0.539809671,1.920382714,1.445739878,2.033301111,0.984551435,0.522231649,7,19,242,25,40008,0,4
1,1.852396405,2.348571508,0.892235109,1.534639773,0.005275686,0.253144104,9,13,952,16,21745,1,0
-1,0.953152498,1.146253061,0.613045336,1.765463908,0.125296686,0.914234118,13,2,88,15,19806,0,1
1,1.358516847,1.114668139,0.107594869,0.816218433,0.859543185,0.351241859,7,1,76,28,4126,3,2
1,1.844386445,1.319679707,0.739513927,1.464360499,0.138074883,0.691706963,19,10,885,13,48876,1,0
2,2.125133107,0.555135071,0.890879618,1.292045682,0.615587398,0.728433167,17,15,956,19,1744,2,0
-1,1.592410125,1.058087115,1.240877631,2.373930814,0.400472514,0.027915448,3,8,521,22,25895,0,1
1,1.713183453,1.918347011,1.130094105,1.720852252,0.190891839,0.55539972,18,20,392,27,1325,2,1
-1,1.509101333,1.451068144,1.523349849,1.647723109,0.80805786,0.803226787,20,13,791,18,49217,0,1
-1,0.710395514,0.543977583,1.423230097,1.545901836,0.999218722,0.443961304,10,9,199,18,23976,0,1
-3,1.303600975,1.868135671,1.829267445,1.952220048,0.942504267,0.221008695,17,3,663,29,25323,0,3
1,1.938964604,0.732539838,1.18694108,1.371731046,0.327377708,0.79469884,14,20,272,15,39755,1,0
-2,1.299024528,1.11020616,0.63171702,2.014426722,0.083616801,0.830348193,3,2,488,20,3348,0,2
1,1.734535007,1.339848976,0.21100554,1.876441622,0.362368026,0.632145336,16,9,646,18,40658,2,1
-1,0.749196118,1.363766898,0.123069421,1.443173164,0.014917108,0.655995855,6,11,632,23,38727,0,1
0,1.684842992,0.415851304,1.793301225,1.679319101,0.687356297,0.652624479,18,8,62,13,17130,1,1
1,1.045134363,1.120939487,1.726359802,2.494876204,0.424970729,0.314605998,2,17,526,14,12646,1,0
1,1.865113462,0.984287372,0.77357724,1.46447366,0.803956404,0.441193967,4,8,720,17,48142,2,1
-1,1.109580956,1.462860849,0.893712728,0.961231295,0.885617938,0.896784176,10,7,561,20,19922,0,1
1,1.78552184,1.468057919,1.135172877,1.655586624,0.684562111,0.196695895,1,6,155,22,46956,2,1
-2,1.150891566,1.681656968,0.721759892,1.708955469,0.828840386,0.328544101,4,13,323,22,22056,0,2
0,2.434155234,1.219297527,1.686797136,0.494423918,0.636606806,0.185475577,3,10,484,23,20418,1,1
1,1.526814458,1.087483561,1.772194739,1.449769944,0.446449063,0.709771417,14,5,551,28,49069,1,0
5,2.867109111,1.219748841,0.733374899,2.060761579,0.623445929,0.232323886,16,10,574,18,15256,6,1
1,1.998266873,0.892428466,1.45986405,0.846264158,0.992803812,0.215389548,11,7,890,20,45539,1,0
-1,0.813358246,0.979895337,1.412055171,0.953048861,0.427344008,0.556530642,17,17,146,27,38216,0,1
-1,1.763964275,0.311061207,0.312767993,1.512371169,0.285855241,0.384995218,1,17,337,17,3383,0,1
0,0.702673023,0.650631407,0.829109015,0.895812288,0.082134831,0.761763939,11,10,915,19,37236,1,1
0,1.75574123,0.644103423,1.175944763,1.842946962,0.498555321,0.683045203,8,18,711,28,38350,0,0
0,1.495345293,0.470648944,1.480563994,1.274721626,0.105390469,0.908422619,8,17,346,19,22768,1,1
-3,0.54419652,0.920029211,1.746748017,1.239327145,0.332062514,0.150406167,3,8,644,26,16747,0,3
1,1.789793298,0.752197755,0.721571024,1.80092018,0.858208816,0.793331538,6,19,261,27,15732,2,1
1,0.83812816,1.450896959,1.012715912,1.534515061,0.131336922,0.795576898,13,4,322,16,4385,2,1
-1,1.042649018,1.036023954,1.335459292,1.101472768,0.808410901,0.748443746,14,9,342,24,30638,0,1
0,1.208025854,1.269470068,1.189963036,0.903718568,0.385056988,0.685971854,12,14,282,15,10647,1,1
0,1.426561994,1.36571092,0.761083562,1.125282914,0.190934711,0.189755309,8,18,339,19,25473,0,0
-2,1.956252975,1.651504785,1.241926102,1.476128473,0.223279893,0.647034213,13,17,381,20,16624,1,3
0,1.439321813,0.62498224,1.283780084,1.478165408,0.125535135,0.221892243,4,6,83,25,11346,1,1
-2,1.815150852,0.242997118,1.05004251,1.730117212,0.782731993,0.138641646,2,2,399,20,6919,0,2
-1,1.282554865,0.972942375,0.431390773,1.360020507,0.056583389,0.551603026,12,18,61,27,18177,1,2
2,2.021553276,1.788708415,1.265772314,1.841221688,0.772290841,0.191462684,18,7,280,10,17115,3,1
3,1.326923487,1.377242501,0.873572976,1.978186156,0.647400714,0.960795598,18,9,517,21,20598,3,0
0,2.036265783,1.775683893,1.029496897,1.202823171,0.933107765,0.318586575,12,16,481,26,39756,1,1
1,1.96884239,0.663142677,1.875421457,0.954604465,0.691403969,0.994697712,14,17,89,21,40131,1,0
1,1.183085968,1.053996814,1.213949587,2.249870547,0.33913895,0.733220836,8,5,745,21,39801,1,0
0,0.606855369,0.498567237,1.367245767,0.823001559,0.559513256,0.852758993,10,19,911,10,42597,0,0
-2,1.082165437,1.952852231,1.018113725,1.541795578,0.724533272,0.42515198,16,9,544,23,49491,0,2
2,1.731599161,1.382541444,1.100226987,0.916684332,0.503921608,0.993376604,18,3,369,18,23888,3,1
0,0.812912273,0.790122809,0.974929588,0.946248534,0.823382272,0.707955911,14,9,330,29,42999,0,0
-1,1.424373056,0.850065975,1.773284228,1.217572683,0.527622537,0.967084247,6,20,907,28,31479,0,1
2,1.729547005,1.390212021,2.269587874,0.830986512,0.390265335,0.97240315,4,4,827,19,20261,3,1
-1,1.123269029,1.435648835,1.015766358,0.568394653,0.077153489,0.282406204,3,3,326,15,10800,0,1
0,1.097914561,1.450286579,2.058684248,1.446550234,0.243796344,0.957544312,4,10,457,12,6628,0,0
0,1.41007182,1.301774385,0.985866309,2.177424316,0.209826659,0.39335765,7,1,529,17,28955,0,0
-3,1.360312023,1.685831048,0.829117841,1.710324644,0.68006858,0.573419969,5,12,639,16,44693,0,3
0,2.174825515,1.471619819,1.307202071,1.440625797,0.303847357,0.18861257,7,3,582,24,25987,1,1
-1,1.955892422,1.878694696,1.344486595,1.652277482,0.184004969,0.180172577,6,14,104,17,25293,0,1
1,1.814221299,0.695168682,1.183473405,1.383788675,0.67398638,0.647689739,11,7,405,19,40589,1,0
0,1.44093258,2.01040554,1.448722305,1.878839161,0.407765097,0.630581944,17,20,153,28,20225,1,1
4,1.761394447,0.936137978,1.918045668,1.737693088,0.271075318,0.188693735,12,17,861,12,30810,4,0
0,1.096429694,1.618610804,1.372381528,1.420783875,0.122065203,0.128218569,4,1,710,11,45966,1,1
-4,0.778612455,2.149505648,0.935453097,0.960819702,0.914498493,0.522978813,3,3,189,29,48389,0,4
0,1.23744932,1.227776366,0.921906346,1.126703442,0.174925371,0.389351714,2,9,684,17,39466,0,0
-1,1.264395826,0.829265981,1.893537724,1.123762197,0.744938423,0.798004462,2,18,374,27,42933,0,1
2,1.283559285,0.694042244,1.420731335,1.606566752,0.060429456,0.428440619,5,9,810,25,14505,2,0
0,1.468745981,1.106673076,1.449199631,1.089193667,0.9035195,0.419510796,6,17,868,29,38491,0,0
0,1.635065357,1.610997837,1.672925325,1.894415803,0.972901333,0.042016395,8,11,984,28,43805,2,2
1,0.880236751,1.331317106,2.392855243,1.234085242,0.793024444,0.161837138,6,20,450,24,13628,1,0
-1,2.490975229,1.174130644,1.719986805,2.932780593,0.106274419,0.283607883,19,10,823,18,18489,0,1
1,1.794478934,1.748383643,1.677454098,1.908362432,0.251752864,0.933678669,17,20,299,25,30530,2,1
0,1.854125803,1.431598227,1.666341429,1.440490001,0.323160577,0.882228232,15,6,829,22,5500,2,2
-1,1.567715996,0.061821141,1.284062853,1.941296775,0.712208859,0.702323468,4,20,501,27,34535,1,2
-1,1.282889624,0.749711797,0.971165197,2.405779057,0.686763207,0.665786581,11,13,235,15,44070,0,1
0,1.91752766,1.425146457,1.309913491,1.599539002,0.507658796,0.199487405,18,17,560,19,16715,0,0
-3,0.730978374,1.833777601,0.974220081,1.329118468,0.47354561,0.14586365,15,1,204,12,3076,0,3
4,2.60075377,1.90145129,1.059724015,1.01783266,0.524569609,0.489093117,3,2,326,29,42952,4,0
1,0.853992973,1.220509632,1.649573203,1.855381417,0.411770406,0.092544355,14,10,595,16,2622,1,0
1,2.325187837,1.430674995,2.405048314,0.776520292,0.290475912,0.009708365,20,4,363,24,15910,2,1
-2,1.718543259,1.64133224,0.406781489,1.50929212,0.815272682,0.635266735,10,2,136,18,28937,0,2
-1,1.153879374,0.290685583,0.968481915,1.119552332,0.402576829,0.143188004,13,19,672,21,1739,0,1
-2,0.583631441,0.84106888,0.711431097,1.779062965,0.473041921,0.891676529,7,12,850,13,35843,0,2
2,1.441219158,1.139622045,0.973259477,1.110950452,0.912745416,0.260640236,16,17,287,20,18467,2,0
-1,1.509452344,1.938385235,1.502735022,1.239460541,0.476148967,0.973118861,19,15,930,24,26008,1,2
-2,1.446453442,1.162209205,0.969946563,1.340312778,0.65974556,0.324033364,2,16,590,24,26644,0,2
0,0.617351123,1.584443354,0.926794007,1.061006684,0.036162449,0.014917421,17,9,185,23,8974,0,0
1,1.785674791,1.440522467,1.437230506,1.145627923,0.881999337,0.285969193,4,17,901,13,40468,1,0
-1,1.083376656,1.54733716,2.107924625,1.328792203,0.888923688,0.203757764,1,8,657,14,33841,0,1
2,1.653876731,0.404769756,0.4469942,1.961740421,0.170881643,0.629167256,2,4,834,28,25125,2,0
-2,1.227411853,0.815394132,1.445977371,1.459330889,0.417505566,0.489219107,1,12,902,18,8246,0,2
1,1.771610731,0.458467299,1.362845181,1.391157461,0.328735709,0.126769011,10,10,994,19,19693,3,2
0,1.971554493,-0.090627898,0.949090025,2.433335251,0.505737262,0.85808111,15,14,987,23,28750,0,0
2,1.616565792,0.721601029,1.400249478,1.904906378,0.168775818,0.176741239,14,14,678,23,47684,2,0
-1,1.729777185,0.458981415,1.450456534,2.087623482,0.958049482,0.771732388,4,15,623,18,28226,0,1
1,1.802687312,0.876273335,1.746571448,0.766033595,0.986992679,0.989318814,5,2,912,20,2751,2,1
0,1.237918156,0.953951764,0.673576024,0.801496291,0.465192185,0.244262625,3,17,616,11,1466,1,1
-1,1.831697795,1.533353121,0.825909904,0.872444806,0.239808409,0.337188228,6,14,807,16,19378,0,1
0,1.243156588,1.178268145,1.685900665,1.958212912,0.303705122,0.828180938,16,9,616,25,31325,0,0
-1,1.684771836,0.950478784,0.859221674,1.586061729,0.698278565,0.52775986,10,12,359,15,8340,1,2
1,2.797480943,1.749630028,0.790301432,0.937216096,0.986177322,0.134250147,16,10,105,11,24386,2,1
0,0.574708575,1.576264587,1.346001381,0.927889547,0.05616105,0.901118551,5,11,607,29,22710,0,0
5,2.186838901,0.39838895,0.907089558,1.613437833,0.806312095,0.798139087,9,8,982,16,49920,5,0
0,1.351380944,1.47905992,1.759061281,1.558649083,0.554202084,0.404931687,20,15,442,14,5503,1,1
-4,0.638711305,1.853814525,0.921463124,1.212918271,0.837769504,0.307374887,18,17,782,24,18037,0,4
0,1.663462075,0.386404175,1.272893271,0.693736566,0.630913611,0.06070333,19,14,268,24,26746,2,2
-1,1.005475569,0.705757293,1.845588901,0.215975923,0.67982566,0.47078452,4,10,921,13,1098,0,1
0,2.47747606,1.010108386,0.716457984,1.346513186,0.700530115,0.471034545,1,9,365,25,14855,0,0
2,1.764641233,0.501304399,1.117191935,1.198482466,0.341930373,0.989169716,12,2,50,27,25706,2,0
2,1.821603571,1.019248834,1.616122114,1.197816687,0.757211548,0.90985631,14,15,416,29,41422,2,0
-3,1.604884901,0.247295439,2.593339662,1.486635853,0.420172375,0.674279579,1,14,389,29,8580,0,3
0,1.343092093,0.552465357,0.848775663,1.622693281,0.415024091,0.413159434,18,3,706,23,43583,0,0
0,1.505518669,1.071779218,1.249677643,1.441770413,0.881550557,0.365391941,7,20,694,27,23753,1,1
1,1.081572869,0.966634968,1.321712506,1.218692296,0.116205726,0.812120281,9,1,184,10,24777,1,0
0,1.81694907,0.552055317,0.998672415,1.50623294,0.609372747,0.213990238,9,14,130,26,27210,1,1
1,2.58626787,0.923521677,0.924438279,1.794687673,0.979904563,0.392558228,6,20,147,26,21671,2,1
-2,0.84519668,1.225404977,0.226706042,1.801345247,0.518075922,0.428777577,5,17,630,26,5866,0,2
0,1.778833274,0.935562314,0.642633394,0.70042384,0.287457609,0.954187872,14,10,800,12,40100,2,2
0,1.098661643,0.847209161,0.777924833,1.239993762,0.729980193,0.353204334,15,9,465,19,40101,0,0
0,1.498754236,1.805680075,2.142257627,1.883128265,0.476922559,0.594888665,13,6,570,12,28372,0,0
2,1.860056597,1.397155598,0.832931766,0.943468838,0.335982543,0.093901896,15,6,561,17,22389,3,1
-2,2.096411513,1.319364125,1.129444596,1.604688384,0.481057658,0.598368103,11,16,755,13,23393,1,3
2,1.613561589,0.581259095,0.427210674,0.25003957,0.782959316,0.503780433,10,8,310,18,28088,2,0
0,1.496884516,1.335090803,1.013221649,1.25876376,0.668543118,0.946737519,2,19,499,21,4799,2,2
-1,0.316165077,1.001064504,1.122803149,1.83909787,0.468867468,0.753250189,10,12,601,15,41089,0,1
-1,1.379877335,0.621379858,1.722962718,1.446098232,0.160713328,0.289762563,5,20,142,14,30091,0,1
-2,1.213980332,2.743946907,1.2925109,2.568212994,0.05831378,0.451254778,19,9,134,26,7978,0,2
-3,1.917312496,1.600726501,1.839152423,1.220892674,0.027845147,0.290810828,7,2,902,13,45669,0,3
-2,1.596931485,2.122883807,0.597762748,1.254835925,0.698170536,0.884006627,10,12,147,12,2699,0,2
1,1.841006858,1.165545521,1.000932527,0.791307761,0.553532017,0.684875596,14,17,933,21,30323,2,1
2,1.443058638,1.659709943,1.682201528,1.127932538,0.491164979,0.02879925,13,4,711,24,27465,2,0
-2,1.549612331,2.330858801,1.171624393,0.971109077,0.676947224,0.988697569,2,20,693,28,6080,1,3
-1,1.816155142,1.524930793,1.062535443,1.738962044,0.070795278,0.836967465,11,12,228,23,4542,2,3
2,0.578315593,0.824249839,1.473372229,1.41136695,0.161949268,0.732762976,16,15,592,21,48900,2,0
-3,1.376434184,0.689856245,1.27710359,1.882768664,0.584724277,0.96922988,15,10,501,27,23057,1,4
1,1.930832221,1.023118058,1.458570128,1.267638814,0.687382642,0.874823501,15,12,771,12,8817,1,0
