Publico Presente,Time da Casa,Time Visitante,Dia da Semana,Posicao do Time da Casa no Campeonato,Posicao do Time Visitante no Campeonato,Popularidade do Time da Casa,Popularidade do Time Visitante,Importancia do Jogo,Cor do Uniforme da Casa,Cor do Uniforme Visitante,Distancia entre Cidades (km),Previsao do Tempo,Dia Nacional
14409,Team C,Team C,Friday,1,20,9.2,5.6,High,Branco,Verde,849,Nublado,Sim
29073,Team D,Team C,Sunday,2,12,3.4,5,Low,Vermelho,Verde,800,Nublado,Nao
32992,Team A,Team D,Friday,1,16,1.7,2.9,Medium,Vermelho,Azul,115,Nublado,Nao
42103,Team B,Team C,Monday,17,6,4.6,10,High,Azul,Amarelo,510,Ensolarado,Sim
39914,Team A,Team B,Thursday,11,16,9.2,2.5,Low,Amarelo,Amarelo,388,Chuvoso,Sim
8128,Team C,Team D,Sunday,17,16,8.6,4.4,Low,Amarelo,Amarelo,435,Chuvoso,Sim
42456,Team A,Team A,Tuesday,15,19,6.2,5.5,Medium,Amarelo,Azul,196,Ensolarado,Sim
23462,Team C,Team D,Sunday,9,18,6,8.5,High,Verde,Branco,543,Neve,Sim
52367,Team B,Team D,Wednesday,19,15,5.4,7.5,Medium,Azul,Branco,364,Neve,Sim
18423,Team B,Team B,Tuesday,9,19,9.6,7.6,Medium,Azul,Verde,90,Nublado,Sim
6354,Team D,Team B,Tuesday,9,7,9,4.9,High,Amarelo,Vermelho,851,Neve,Sim
15340,Team B,Team B,Friday,7,3,1,5.1,Low,Amarelo,Amarelo,579,Chuvoso,Nao
17735,Team A,Team C,Monday,11,20,8.7,4.4,High,Vermelho,Vermelho,412,Neve,Sim
43698,Team C,Team C,Friday,5,16,4.5,4.7,Low,Vermelho,Verde,570,Ensolarado,Nao
44043,Team A,Team C,Friday,20,5,7,8.1,Medium,Verde,Branco,473,Nublado,Nao
44946,Team C,Team B,Monday,7,6,7.3,6.3,High,Azul,Branco,85,Ensolarado,Nao
37869,Team B,Team D,Friday,18,13,4.7,6.7,High,Azul,Verde,437,Ensolarado,Sim
31271,Team D,Team D,Friday,13,7,7.6,2.2,Low,Verde,Amarelo,778,Ensolarado,Nao
47721,Team A,Team B,Friday,6,13,9.6,7,Medium,Verde,Azul,299,Nublado,Nao
9938,Team B,Team A,Tuesday,2,14,3.1,4.5,High,Verde,Verde,998,Neve,Nao
34380,Team D,Team C,Monday,11,8,2.5,7.3,High,Amarelo,Vermelho,158,Nublado,Nao
14362,Team D,Team B,Monday,14,11,7.6,9.8,Low,Verde,Amarelo,508,Neve,Sim
33752,Team B,Team D,Wednesday,5,5,2.9,8.3,Medium,Amarelo,Amarelo,110,Nublado,Sim
31080,Team C,Team D,Thursday,10,15,1.7,5.6,Low,Verde,Amarelo,920,Ensolarado,Nao
17670,Team C,Team A,Sunday,4,10,5.2,1.5,Medium,Branco,Vermelho,154,Chuvoso,Nao
10119,Team C,Team B,Tuesday,10,18,8.8,5.2,Medium,Branco,Amarelo,609,Ensolarado,Sim
34913,Team A,Team B,Friday,3,1,7.7,8.7,Low,Branco,Vermelho,582,Ensolarado,Nao
39716,Team B,Team B,Friday,10,14,2.4,6.1,Low,Verde,Branco,243,Neve,Nao
5901,Team A,Team A,Saturday,12,17,2.6,3.2,High,Verde,Branco,750,Chuvoso,Nao
22763,Team C,Team A,Wednesday,13,7,5.1,2.8,High,Vermelho,Branco,842,Nublado,Sim
11947,Team C,Team A,Sunday,7,1,8,2.8,High,Azul,Amarelo,863,Nublado,Sim
28929,Team C,Team C,Wednesday,19,20,2.3,5.1,Medium,Azul,Branco,619,Chuvoso,Nao
37405,Team B,Team A,Friday,19,7,3.6,8.5,Low,Verde,Branco,421,Neve,Sim
36093,Team B,Team C,Monday,5,8,8.8,3.7,High,Vermelho,Azul,293,Ensolarado,Nao
32727,Team D,Team B,Monday,9,6,1.6,3.1,Low,Vermelho,Branco,774,Ensolarado,Sim
27009,Team D,Team C,Saturday,14,10,6,1.7,Medium,Azul,Branco,171,Neve,Nao
47113,Team D,Team A,Thursday,11,2,3.4,3.3,High,Branco,Branco,820,Neve,Nao
15939,Team C,Team C,Saturday,11,13,2.4,2.3,High,Vermelho,Verde,936,Neve,Nao
39852,Team D,Team A,Monday,11,14,4.8,4.3,High,Vermelho,Amarelo,91,Neve,Sim
47527,Team B,Team B,Monday,13,19,5,5.8,High,Azul,Vermelho,332,Ensolarado,Nao
20771,Team B,Team A,Tuesday,6,14,3.3,3.4,Medium,Vermelho,Verde,833,Nublado,Sim
28916,Team D,Team A,Tuesday,17,10,3.2,7.9,Low,Vermelho,Azul,147,Chuvoso,Sim
32888,Team A,Team C,Sunday,12,6,1.1,5.4,Medium,Verde,Vermelho,651,Chuvoso,Nao
-8074,Team A,Team A,Wednesday,20,17,6.9,5.4,Medium,Branco,Verde,765,Chuvoso,Sim
13368,Team D,Team A,Sunday,19,16,6.1,4.8,Low,Azul,Amarelo,748,Neve,Sim
61642,Team C,Team D,Sunday,7,5,3.7,7.6,High,Verde,Branco,909,Nublado,Sim
36845,Team C,Team C,Saturday,15,13,2.1,1.8,Medium,Branco,Amarelo,107,Chuvoso,Sim
3083,Team D,Team C,Monday,7,17,5.6,9.2,Medium,Amarelo,Vermelho,383,Nublado,Nao
33827,Team B,Team A,Wednesday,3,3,5.1,9.3,Medium,Amarelo,Branco,486,Neve,Nao
12246,Team A,Team A,Friday,3,1,5.4,1.9,Medium,Amarelo,Azul,925,Chuvoso,Sim
-8379,Team A,Team C,Wednesday,3,13,6.4,5.4,Medium,Branco,Amarelo,957,Nublado,Nao
42454,Team C,Team D,Monday,19,16,5.9,4.6,Medium,Vermelho,Amarelo,172,Chuvoso,Sim
34691,Team D,Team D,Monday,8,1,7.4,8.8,High,Azul,Amarelo,532,Nublado,Sim
44452,Team D,Team D,Tuesday,20,5,4.8,4.1,High,Verde,Branco,728,Nublado,Sim
10386,Team A,Team B,Sunday,6,11,2.9,9.4,High,Amarelo,Verde,470,Nublado,Nao
34275,Team B,Team D,Thursday,18,10,8.5,9.7,Medium,Vermelho,Amarelo,838,Neve,Sim
29239,Team A,Team D,Thursday,6,3,7.6,1.4,High,Branco,Branco,822,Ensolarado,Sim
19337,Team D,Team C,Wednesday,6,20,9.9,6.8,High,Amarelo,Verde,968,Ensolarado,Nao
33021,Team D,Team C,Friday,19,11,8.1,5.2,High,Branco,Azul,101,Chuvoso,Sim
2638,Team A,Team A,Wednesday,4,11,1.6,4.6,Low,Vermelho,Amarelo,900,Chuvoso,Sim
43088,Team C,Team C,Tuesday,13,20,7.8,6.6,Low,Vermelho,Vermelho,977,Ensolarado,Sim
31990,Team A,Team C,Wednesday,4,5,4.5,8.7,Medium,Amarelo,Azul,312,Neve,Nao
13193,Team C,Team B,Thursday,18,15,8,2.7,Low,Verde,Azul,216,Ensolarado,Nao
28140,Team C,Team D,Saturday,15,7,6.4,1.8,Medium,Branco,Verde,170,Nublado,Nao
42065,Team A,Team A,Thursday,10,16,8.5,9.9,Low,Branco,Azul,901,Nublado,Nao
42273,Team C,Team A,Saturday,10,1,5.7,2.3,Medium,Verde,Azul,620,Ensolarado,Nao
28682,Team B,Team B,Tuesday,6,17,4.8,5.8,High,Verde,Vermelho,549,Neve,Sim
22395,Team D,Team C,Monday,3,11,9.5,2.4,Low,Verde,Amarelo,965,Ensolarado,Nao
34580,Team D,Team D,Saturday,8,12,7.5,5.5,High,Verde,Azul,673,Ensolarado,Sim
37485,Team C,Team D,Monday,1,14,2.3,7.5,High,Amarelo,Vermelho,664,Neve,Sim
12668,Team C,Team D,Wednesday,10,3,1.3,9.3,Low,Amarelo,Verde,581,Nublado,Sim
24807,Team A,Team B,Thursday,1,5,5.2,2.7,High,Azul,Verde,138,Neve,Nao
14924,Team D,Team C,Saturday,20,18,8.3,3.9,High,Verde,Verde,804,Nublado,Sim
28915,Team D,Team C,Wednesday,20,3,2.4,9.2,Medium,Vermelho,Azul,999,Nublado,Sim
17341,Team A,Team B,Friday,8,1,2.9,4.7,Low,Amarelo,Verde,490,Neve,Nao
44366,Team C,Team A,Monday,16,17,6,1.2,Medium,Amarelo,Verde,671,Neve,Nao
16044,Team C,Team A,Saturday,19,14,6,9,High,Verde,Vermelho,937,Chuvoso,Sim
17983,Team C,Team C,Monday,17,1,5.9,4.5,Medium,Vermelho,Azul,331,Neve,Nao
21866,Team D,Team D,Wednesday,5,6,5.6,9.2,High,Azul,Amarelo,885,Chuvoso,Sim
5126,Team B,Team D,Saturday,7,13,1.6,8.6,Low,Verde,Amarelo,289,Ensolarado,Sim
44019,Team A,Team D,Sunday,7,11,9.6,3.2,Low,Azul,Verde,542,Ensolarado,Sim
20100,Team D,Team A,Thursday,3,16,4.1,7.6,Medium,Branco,Verde,189,Nublado,Sim
38848,Team B,Team B,Wednesday,10,13,10,7.5,Medium,Amarelo,Verde,742,Ensolarado,Nao
57137,Team A,Team B,Thursday,2,1,8.7,8.2,Low,Verde,Amarelo,306,Neve,Sim
30504,Team D,Team D,Sunday,10,11,7.7,3.2,High,Verde,Verde,122,Neve,Sim
23721,Team A,Team B,Thursday,12,10,6.6,5.5,Low,Azul,Amarelo,127,Neve,Nao
19240,Team B,Team D,Thursday,17,9,4.1,4.7,High,Vermelho,Vermelho,821,Nublado,Nao
13264,Team B,Team B,Wednesday,13,3,8.1,8.7,High,Branco,Verde,609,Chuvoso,Sim
-1905,Team A,Team B,Tuesday,10,4,4.3,4,High,Azul,Amarelo,986,Neve,Sim
31058,Team A,Team A,Friday,2,4,6.7,5.7,Low,Azul,Amarelo,534,Chuvoso,Sim
59345,Team D,Team C,Wednesday,12,3,7.3,5.6,High,Branco,Azul,311,Nublado,Nao
52654,Team D,Team B,Thursday,15,18,1.2,4.1,Low,Branco,Azul,153,Nublado,Sim
65,Team B,Team C,Saturday,9,6,7.9,7,High,Branco,Branco,322,Chuvoso,Sim
55841,Team D,Team C,Wednesday,19,20,1.8,9.7,Low,Branco,Verde,114,Nublado,Sim
13718,Team B,Team D,Friday,17,6,5.4,4.4,Low,Verde,Branco,289,Nublado,Sim
16007,Team A,Team B,Wednesday,9,11,1.8,2.7,Medium,Verde,Amarelo,938,Nublado,Nao
24745,Team B,Team D,Monday,11,7,2.9,9.5,Low,Vermelho,Verde,359,Chuvoso,Sim
43303,Team C,Team C,Tuesday,19,17,7.7,4.2,High,Verde,Azul,150,Nublado,Sim
2111,Team A,Team D,Monday,9,13,3.8,9.7,Medium,Amarelo,Verde,811,Nublado,Sim
4868,Team D,Team A,Monday,15,13,5,5.3,High,Amarelo,Verde,91,Chuvoso,Nao
22838,Team B,Team D,Wednesday,3,9,4.4,6.2,High,Branco,Vermelho,805,Neve,Nao
29188,Team C,Team D,Friday,12,17,6.8,6.2,Medium,Branco,Verde,676,Nublado,Nao
37415,Team A,Team C,Friday,9,12,6.9,8.4,Low,Verde,Amarelo,275,Ensolarado,Nao
45438,Team D,Team C,Thursday,7,11,6.8,8.1,Medium,Azul,Amarelo,772,Chuvoso,Sim
5299,Team A,Team D,Monday,14,5,5,3.6,High,Verde,Branco,619,Ensolarado,Nao
18095,Team B,Team B,Tuesday,3,3,5.3,8.2,Medium,Amarelo,Amarelo,188,Neve,Nao
17564,Team C,Team D,Monday,18,14,1.1,6.7,High,Azul,Branco,128,Neve,Sim
7543,Team B,Team A,Monday,1,3,9.7,4.2,Medium,Amarelo,Verde,949,Chuvoso,Nao
13489,Team B,Team D,Friday,1,13,7,4.8,Low,Azul,Branco,914,Nublado,Sim
7547,Team C,Team B,Saturday,13,15,8.3,10,High,Amarelo,Verde,793,Chuvoso,Sim
32004,Team B,Team D,Saturday,13,20,1,2.3,High,Azul,Vermelho,490,Neve,Sim
37723,Team D,Team D,Thursday,6,10,8.2,4.5,Medium,Vermelho,Verde,792,Chuvoso,Sim
11770,Team A,Team B,Friday,19,16,1.4,1.7,High,Azul,Amarelo,62,Nublado,Sim
29442,Team D,Team A,Wednesday,12,11,4.1,9.4,Low,Amarelo,Azul,860,Nublado,Nao
20489,Team C,Team B,Wednesday,16,9,4.1,4.4,Medium,Branco,Azul,75,Chuvoso,Nao
19413,Team D,Team C,Thursday,13,18,3.9,3.9,High,Azul,Branco,292,Chuvoso,Nao
5453,Team B,Team A,Saturday,14,13,5.1,2.5,High,Azul,Amarelo,793,Nublado,Nao
45629,Team B,Team A,Monday,9,16,2.3,2,Medium,Verde,Vermelho,634,Nublado,Sim
25181,Team B,Team B,Thursday,16,15,1.6,9.7,Low,Verde,Verde,65,Chuvoso,Nao
40223,Team D,Team A,Sunday,8,10,3.9,8.8,Medium,Amarelo,Amarelo,450,Chuvoso,Sim
19125,Team A,Team D,Saturday,5,8,4.4,2.2,Medium,Amarelo,Branco,308,Ensolarado,Sim
26604,Team D,Team D,Monday,19,16,2.2,7.4,High,Azul,Azul,268,Nublado,Sim
26543,Team A,Team B,Friday,2,13,4.4,5.8,Low,Branco,Branco,830,Ensolarado,Sim
7366,Team C,Team C,Friday,16,3,7.3,4,Low,Azul,Verde,87,Chuvoso,Nao
7182,Team C,Team B,Wednesday,17,11,2.8,2.2,Medium,Azul,Azul,582,Ensolarado,Sim
11838,Team A,Team D,Monday,18,3,1.3,2.8,Low,Vermelho,Amarelo,317,Ensolarado,Sim
-1730,Team C,Team B,Tuesday,5,13,3.1,5.9,Low,Vermelho,Amarelo,953,Nublado,Sim
18253,Team D,Team D,Wednesday,15,17,4.2,8.2,High,Vermelho,Azul,901,Neve,Sim
27506,Team D,Team A,Saturday,14,13,7.4,2,Medium,Amarelo,Amarelo,596,Ensolarado,Sim
16810,Team A,Team A,Monday,5,19,5.7,4.5,Medium,Branco,Azul,739,Neve,Nao
34783,Team A,Team B,Wednesday,5,1,2.6,5.2,Low,Vermelho,Vermelho,872,Chuvoso,Nao
34516,Team D,Team D,Saturday,13,19,2.2,7.2,Medium,Azul,Branco,430,Ensolarado,Nao
47313,Team D,Team C,Thursday,7,3,5.6,7.4,High,Amarelo,Verde,678,Neve,Nao
-2597,Team B,Team B,Monday,5,18,4.8,8,Low,Amarelo,Branco,747,Ensolarado,Nao
19918,Team C,Team C,Wednesday,16,19,6.1,3.3,Medium,Verde,Vermelho,409,Nublado,Nao
29324,Team B,Team B,Sunday,9,15,7.3,4.2,Medium,Amarelo,Amarelo,787,Neve,Sim
-4078,Team A,Team A,Thursday,1,4,7.3,6,High,Azul,Azul,540,Ensolarado,Nao
38902,Team C,Team C,Sunday,10,19,4.1,8.3,Low,Amarelo,Azul,252,Chuvoso,Sim
-5946,Team B,Team B,Friday,14,10,5.2,8.3,Medium,Vermelho,Azul,261,Chuvoso,Sim
44335,Team D,Team D,Wednesday,9,11,4.5,4,Low,Amarelo,Vermelho,733,Neve,Sim
10080,Team A,Team C,Wednesday,13,20,7.8,7.3,Low,Vermelho,Amarelo,191,Nublado,Nao
16677,Team D,Team C,Wednesday,13,8,2.4,7.2,Low,Amarelo,Amarelo,501,Neve,Sim
-10747,Team A,Team B,Wednesday,6,20,9.1,7.5,Medium,Amarelo,Vermelho,358,Chuvoso,Nao
42099,Team D,Team D,Wednesday,11,15,7.4,7.5,Medium,Branco,Branco,878,Neve,Sim
23711,Team D,Team D,Saturday,8,6,9.9,1.2,Low,Azul,Azul,492,Chuvoso,Nao
48211,Team D,Team D,Sunday,20,11,1.6,9.6,Medium,Verde,Azul,898,Chuvoso,Sim
26923,Team B,Team C,Friday,1,13,5.3,9.7,High,Azul,Verde,585,Ensolarado,Nao
17976,Team D,Team B,Wednesday,13,13,5.6,4.6,Low,Verde,Verde,256,Ensolarado,Nao
4083,Team B,Team B,Wednesday,18,5,5.4,2.6,Medium,Verde,Branco,877,Chuvoso,Nao
7360,Team B,Team C,Tuesday,19,14,7.8,2.6,Low,Amarelo,Amarelo,923,Ensolarado,Sim
21554,Team C,Team D,Saturday,5,18,6.5,2.6,High,Azul,Amarelo,377,Chuvoso,Nao
24918,Team D,Team B,Friday,3,18,9.5,4.1,Medium,Azul,Verde,275,Nublado,Nao
16842,Team C,Team A,Monday,2,16,9.9,4.2,Low,Verde,Amarelo,148,Neve,Sim
34617,Team B,Team D,Friday,9,3,5.3,6,Low,Azul,Branco,263,Chuvoso,Nao
6608,Team B,Team D,Thursday,13,9,7.4,1.7,Medium,Azul,Branco,694,Nublado,Sim
12715,Team A,Team D,Saturday,8,7,5.8,1.4,Medium,Vermelho,Azul,191,Chuvoso,Sim
-4133,Team C,Team C,Tuesday,4,4,3.5,4.9,High,Verde,Azul,529,Ensolarado,Nao
15604,Team B,Team A,Saturday,1,16,5.9,2.5,Low,Verde,Azul,865,Ensolarado,Sim
40649,Team C,Team A,Tuesday,9,12,3.2,6.6,Medium,Amarelo,Verde,306,Chuvoso,Nao
34984,Team C,Team D,Tuesday,14,16,6.7,5.4,High,Verde,Amarelo,671,Nublado,Sim
13536,Team C,Team A,Saturday,6,20,2.5,1.8,Low,Verde,Azul,385,Ensolarado,Nao
16228,Team A,Team A,Saturday,17,10,9.4,8,Low,Amarelo,Vermelho,939,Neve,Nao
9727,Team D,Team A,Tuesday,11,17,1.5,5.7,Medium,Vermelho,Verde,291,Nublado,Nao
35113,Team B,Team D,Friday,4,16,8.7,7,Medium,Verde,Verde,737,Neve,Nao
23570,Team B,Team D,Tuesday,14,3,9.2,3.6,High,Azul,Verde,988,Nublado,Sim
40990,Team D,Team A,Friday,1,6,7.1,7.5,Medium,Verde,Amarelo,83,Nublado,Nao
19427,Team B,Team D,Saturday,16,16,5.7,3.7,Low,Azul,Amarelo,130,Nublado,Nao
18580,Team A,Team B,Tuesday,2,6,5.4,2.1,High,Branco,Vermelho,944,Ensolarado,Sim
-1017,Team A,Team D,Thursday,19,6,6.3,4.6,Medium,Branco,Vermelho,448,Neve,Sim
13337,Team D,Team B,Monday,14,11,4.6,5.2,Medium,Verde,Azul,179,Ensolarado,Sim
1437,Team D,Team C,Monday,9,10,4.9,6,Low,Verde,Azul,514,Nublado,Nao
36635,Team D,Team D,Friday,19,20,4.2,1.5,Medium,Vermelho,Azul,844,Neve,Nao
15179,Team A,Team A,Saturday,14,19,4.4,9.5,Low,Azul,Amarelo,520,Nublado,Sim
40460,Team B,Team D,Wednesday,5,17,7.5,3.8,Medium,Vermelho,Vermelho,470,Ensolarado,Nao
5134,Team C,Team B,Saturday,19,13,5.9,7.6,Low,Branco,Verde,966,Ensolarado,Nao
16092,Team A,Team A,Wednesday,1,10,3.5,4.7,Low,Verde,Azul,174,Chuvoso,Nao
44658,Team C,Team C,Wednesday,14,8,6.9,1.5,High,Branco,Amarelo,556,Nublado,Sim
23050,Team A,Team B,Saturday,14,9,7.4,6.1,Low,Branco,Branco,221,Chuvoso,Nao
-741,Team A,Team B,Tuesday,6,4,5.7,1.6,Low,Amarelo,Branco,83,Nublado,Sim
18227,Team D,Team B,Friday,4,9,5.4,8.8,Low,Azul,Vermelho,140,Nublado,Nao
4266,Team A,Team A,Sunday,6,3,3.8,4.7,High,Verde,Azul,129,Ensolarado,Sim
37126,Team B,Team A,Saturday,16,15,4.5,9.3,Medium,Azul,Vermelho,902,Nublado,Sim
18302,Team A,Team D,Saturday,14,14,5.1,8.9,Medium,Amarelo,Verde,293,Ensolarado,Sim
4996,Team B,Team D,Sunday,14,20,4.6,1.4,Medium,Vermelho,Amarelo,249,Chuvoso,Sim
11565,Team A,Team B,Tuesday,13,3,10,4,Medium,Amarelo,Vermelho,568,Chuvoso,Sim
-868,Team A,Team A,Sunday,16,15,6.4,2.5,Medium,Azul,Azul,566,Chuvoso,Sim
31125,Team C,Team D,Sunday,6,9,8.4,1,High,Amarelo,Azul,881,Chuvoso,Nao
14371,Team A,Team D,Monday,5,5,4.1,2,Medium,Verde,Verde,682,Nublado,Nao
23495,Team A,Team D,Saturday,4,3,9.5,8.7,Low,Branco,Branco,730,Nublado,Nao
2445,Team C,Team C,Monday,12,20,8.6,6.9,Medium,Verde,Verde,293,Nublado,Sim
41983,Team A,Team B,Monday,16,6,7.3,1.5,Low,Vermelho,Amarelo,628,Chuvoso,Nao
-9132,Team D,Team B,Sunday,14,2,9.1,2.6,Medium,Vermelho,Verde,124,Chuvoso,Sim
17926,Team B,Team A,Sunday,3,7,1.2,2.7,Medium,Verde,Vermelho,259,Nublado,Nao
11054,Team D,Team A,Sunday,15,3,6,9.7,Medium,Amarelo,Branco,384,Nublado,Nao
35281,Team A,Team C,Monday,19,14,4.8,2.6,High,Verde,Azul,593,Neve,Nao
27744,Team B,Team B,Monday,12,1,9.6,6.8,High,Azul,Amarelo,235,Nublado,Nao
36485,Team A,Team C,Sunday,10,17,8.8,2.3,Low,Vermelho,Verde,979,Chuvoso,Nao
8590,Team B,Team D,Sunday,7,3,6.3,3.6,Low,Branco,Verde,250,Chuvoso,Sim
52682,Team A,Team C,Sunday,11,18,7.3,2.4,Low,Azul,Azul,251,Chuvoso,Nao
30392,Team C,Team B,Thursday,17,20,2.3,6,High,Verde,Amarelo,898,Ensolarado,Sim
19524,Team A,Team C,Wednesday,16,2,2.9,5,High,Amarelo,Azul,628,Neve,Sim
16777,Team B,Team D,Saturday,7,5,6.5,2.9,High,Amarelo,Vermelho,261,Ensolarado,Sim
26582,Team A,Team B,Monday,8,10,9.9,3.3,Low,Branco,Verde,723,Nublado,Sim
1283,Team A,Team A,Monday,7,19,4,1.8,Medium,Azul,Vermelho,866,Chuvoso,Nao
32120,Team A,Team B,Thursday,17,7,9.6,9.7,Low,Azul,Azul,473,Neve,Nao
17746,Team D,Team D,Friday,6,12,6.7,7.1,Medium,Amarelo,Azul,599,Neve,Sim
38721,Team B,Team A,Saturday,2,2,4.6,3,High,Branco,Azul,610,Ensolarado,Sim
30988,Team B,Team D,Thursday,20,17,4.2,6.8,High,Verde,Azul,431,Ensolarado,Sim
21313,Team A,Team A,Saturday,15,12,9.9,8.8,Low,Vermelho,Branco,314,Chuvoso,Nao
11698,Team A,Team A,Friday,17,3,4.7,9.7,Medium,Verde,Vermelho,803,Nublado,Nao
34534,Team A,Team C,Wednesday,14,16,9.6,6.5,Medium,Amarelo,Branco,733,Ensolarado,Sim
39749,Team C,Team C,Sunday,20,1,3.5,10,Medium,Branco,Verde,789,Ensolarado,Nao
48647,Team C,Team A,Saturday,12,20,8.3,9.5,High,Branco,Verde,530,Chuvoso,Sim
45488,Team D,Team D,Tuesday,14,9,5.8,3,High,Verde,Azul,521,Nublado,Nao
20202,Team A,Team D,Saturday,6,3,2.2,2.7,Low,Vermelho,Verde,699,Nublado,Nao
40018,Team A,Team D,Saturday,12,2,5.6,6.8,Low,Vermelho,Azul,557,Chuvoso,Nao
-10326,Team D,Team C,Monday,9,10,2.3,1.2,High,Branco,Vermelho,93,Chuvoso,Nao
-4604,Team D,Team C,Friday,3,20,9.2,3.1,Low,Amarelo,Amarelo,887,Ensolarado,Sim
6239,Team A,Team B,Thursday,13,7,7.3,5.4,Medium,Azul,Vermelho,692,Neve,Nao
18319,Team A,Team B,Monday,7,1,1.2,3.5,Medium,Azul,Vermelho,444,Nublado,Nao
11973,Team C,Team A,Thursday,15,3,9.9,7.4,Low,Amarelo,Azul,994,Chuvoso,Sim
14518,Team B,Team B,Wednesday,13,14,2.5,8,High,Branco,Branco,61,Neve,Nao
23464,Team B,Team D,Monday,18,20,9.6,2.7,Low,Branco,Azul,242,Ensolarado,Nao
38732,Team B,Team A,Friday,13,13,2.8,7.8,Low,Vermelho,Branco,650,Neve,Nao
23997,Team D,Team C,Friday,5,14,2.6,8.3,High,Verde,Verde,910,Chuvoso,Nao
22419,Team A,Team C,Saturday,10,13,7.7,9.7,Medium,Branco,Amarelo,431,Ensolarado,Nao
49522,Team D,Team A,Thursday,19,12,9.4,8.3,Low,Verde,Azul,363,Nublado,Sim
21610,Team D,Team C,Wednesday,7,20,4.3,2.7,High,Vermelho,Verde,84,Nublado,Nao
51727,Team C,Team D,Thursday,16,16,9.5,4.6,Medium,Branco,Azul,950,Neve,Sim
38971,Team B,Team B,Sunday,20,2,6.4,9.3,Low,Azul,Branco,619,Neve,Sim
10137,Team D,Team D,Wednesday,10,14,8.9,5.5,Low,Amarelo,Azul,400,Nublado,Sim
9337,Team C,Team B,Wednesday,19,8,5.8,9.8,Low,Amarelo,Branco,582,Chuvoso,Sim
47674,Team A,Team A,Wednesday,7,4,8.3,9.5,High,Azul,Branco,793,Nublado,Nao
28423,Team A,Team D,Monday,9,5,5.7,5,High,Azul,Vermelho,986,Neve,Nao
9401,Team D,Team D,Saturday,11,7,5.9,3.1,Low,Vermelho,Amarelo,559,Chuvoso,Sim
8464,Team B,Team B,Tuesday,14,2,6.6,8.6,Medium,Vermelho,Vermelho,96,Nublado,Sim
45557,Team D,Team B,Sunday,13,6,4.9,7.3,Low,Branco,Branco,724,Chuvoso,Nao
32428,Team A,Team C,Saturday,12,13,9.6,8,Medium,Branco,Azul,525,Nublado,Sim
51215,Team B,Team D,Friday,2,20,8,4,Medium,Verde,Vermelho,700,Ensolarado,Nao
26955,Team C,Team D,Friday,20,19,9.7,5.7,Medium,Vermelho,Branco,841,Nublado,Nao
34421,Team A,Team D,Thursday,19,14,2.3,2.3,Low,Vermelho,Verde,104,Ensolarado,Sim
3868,Team B,Team D,Wednesday,19,6,3.1,8.3,Medium,Verde,Azul,166,Chuvoso,Sim
48675,Team B,Team A,Tuesday,7,7,3.3,1.5,Low,Verde,Branco,310,Ensolarado,Sim
31890,Team D,Team A,Sunday,20,1,9.2,6.4,Low,Verde,Vermelho,688,Chuvoso,Nao
2977,Team A,Team C,Friday,4,1,3.9,4.2,High,Amarelo,Vermelho,292,Nublado,Sim
46084,Team D,Team A,Monday,9,18,1.1,9.2,Medium,Azul,Vermelho,884,Ensolarado,Sim
44011,Team D,Team C,Saturday,13,7,1.4,8.2,High,Branco,Amarelo,183,Nublado,Nao
10762,Team C,Team D,Tuesday,1,10,2.3,8.8,Low,Branco,Azul,402,Chuvoso,Sim
16235,Team C,Team A,Sunday,17,16,2,1.4,High,Vermelho,Vermelho,893,Chuvoso,Sim
45780,Team C,Team A,Monday,19,12,6.2,3.6,Medium,Azul,Verde,195,Nublado,Nao
27666,Team D,Team A,Friday,1,15,3,1.5,Low,Vermelho,Verde,828,Ensolarado,Sim
5731,Team A,Team D,Thursday,4,10,1.3,4.7,Low,Vermelho,Azul,198,Neve,Nao
12355,Team D,Team D,Tuesday,6,16,7.5,1.7,Medium,Azul,Azul,671,Chuvoso,Nao
6294,Team A,Team C,Friday,6,12,4.4,6.9,High,Azul,Verde,873,Nublado,Sim
16956,Team C,Team C,Sunday,2,13,5.9,4.3,Medium,Azul,Vermelho,251,Ensolarado,Sim
53322,Team A,Team C,Wednesday,13,9,3.8,8,Low,Branco,Amarelo,529,Neve,Nao
7612,Team D,Team B,Monday,18,3,5.3,7.6,Low,Amarelo,Verde,309,Nublado,Nao
45938,Team C,Team A,Friday,10,15,9.3,9.7,Low,Vermelho,Branco,776,Ensolarado,Sim
14162,Team B,Team D,Sunday,20,5,3.5,7.8,Medium,Vermelho,Branco,898,Nublado,Nao
36968,Team D,Team B,Sunday,11,16,6,7.4,High,Branco,Verde,415,Ensolarado,Sim
8358,Team B,Team B,Wednesday,8,17,5.1,2.2,High,Vermelho,Azul,255,Nublado,Nao
36044,Team C,Team A,Monday,20,10,1.5,9.4,Medium,Verde,Verde,904,Chuvoso,Nao
35618,Team D,Team C,Thursday,14,5,4.6,7.8,Low,Azul,Vermelho,478,Chuvoso,Sim
35402,Team A,Team D,Saturday,20,13,2.6,5.5,Medium,Amarelo,Branco,127,Chuvoso,Nao
42737,Team C,Team D,Sunday,19,5,2.8,7,High,Amarelo,Amarelo,288,Chuvoso,Sim
10276,Team D,Team A,Sunday,1,18,7.6,6.6,High,Azul,Azul,928,Neve,Sim
