Gravidade dos Incidentes,Rivalidade Historica,Distancia entre Cidades dos Times,Consumo de Alcool,Presenca de Seguranca,Incidentes de Violencia Passados,Temperatura,Dia da Semana,Chuva,Sequencia de Vitorias do Time,Mistura na Zona dos Fas,Jogo Noite Adentro,Numero de Barracas de Concessao,Distancia de Viagem do Time Adversario
2.836280725,2,321,4,362,3,17,2,0,1,1,0,11,233
4.665421823,5,874,5,155,5,26,3,0,7,0,0,8,231
4.917170655,2,151,5,488,1,15,1,1,6,0,0,4,933
2.453429341,3,259,2,373,1,23,4,0,6,0,0,13,694
2.4409015,1,788,4,131,0,23,6,0,2,0,0,6,464
1.391723897,3,842,0,421,1,20,6,1,2,1,0,3,944
4.029194779,2,71,5,51,1,17,3,0,3,0,1,17,659
4.904385911,2,809,3,325,4,23,4,0,6,0,0,9,697
2.131353031,1,208,5,159,1,28,1,0,3,0,0,19,325
0.6,0,940,3,433,2,31,5,0,3,1,0,9,805
2.94623344,1,790,3,71,1,31,7,0,9,1,1,2,828
0.542019723,0,979,0,264,5,32,1,0,0,0,0,13,974
2.784080046,5,392,0,140,2,25,5,0,5,1,0,17,333
4.427567068,2,449,2,336,4,34,2,0,4,1,0,18,541
5.553946087,4,503,5,456,4,33,3,1,7,1,0,18,323
1.675143886,4,748,0,386,3,31,4,0,1,0,0,2,361
2.68843027,3,192,0,29,2,28,7,0,6,0,0,11,785
1.154386455,1,899,2,208,2,30,5,0,3,0,0,18,353
0.6,1,919,2,336,2,34,6,1,6,0,0,17,964
4.047535543,4,446,5,230,3,30,4,0,8,0,0,7,94
2.558819799,0,585,4,419,4,25,1,0,0,0,0,9,754
3.231218808,1,190,1,434,2,15,2,0,1,0,0,19,893
3.511548875,0,289,5,140,3,30,1,0,6,0,0,8,725
1.619813785,0,341,1,180,2,20,5,0,1,0,0,2,629
3.903048319,0,866,4,154,0,29,3,1,4,0,0,11,520
3.299156961,0,131,3,497,3,15,5,0,7,0,0,1,705
4.75808986,3,609,5,349,3,21,5,0,3,0,0,1,585
3.678774623,3,914,0,363,9,22,7,0,3,1,1,10,738
2.026127811,4,919,2,190,2,24,6,0,5,0,0,2,801
3.924385573,3,220,5,445,0,21,1,1,1,0,0,12,795
4.353075767,5,823,2,170,2,22,5,0,5,0,1,10,260
0.4,1,629,3,473,3,27,3,0,1,1,0,1,978
4.711008768,5,575,2,69,6,28,2,1,5,1,0,9,642
2.440699789,3,591,3,224,1,17,1,0,0,1,0,13,628
2.269797126,1,159,4,77,3,26,5,0,3,0,0,4,195
2.067709303,1,261,3,449,1,16,4,0,3,0,0,16,942
0.911057838,0,825,1,370,3,19,7,1,2,1,0,15,873
5.197869532,4,487,5,201,0,26,2,0,0,0,0,18,703
2.618168541,0,371,3,497,4,18,1,0,3,1,0,6,226
2.273486865,0,949,5,234,4,15,7,0,4,0,0,15,809
5.460983966,5,763,4,401,1,22,3,0,6,0,0,9,655
1.779788744,3,133,3,206,1,34,3,0,6,0,0,18,906
6.95154809,5,425,4,170,4,16,2,0,1,1,0,4,750
2.210411697,3,102,1,258,1,31,3,0,3,1,0,6,313
1.762698076,5,916,0,418,5,23,1,0,4,0,0,18,395
4.365523836,1,545,4,464,3,34,1,0,7,1,1,8,59
2.301232325,3,305,0,120,4,25,6,0,2,1,0,2,59
2.337921341,3,635,4,400,1,31,1,0,7,0,0,8,863
3.240831991,5,269,3,68,1,19,6,0,1,1,1,14,868
3.611000192,2,704,0,42,2,23,5,0,6,1,1,14,940
3.068541669,1,149,4,50,0,21,3,0,0,1,0,11,191
2.280111453,1,178,5,170,2,32,5,1,4,0,0,13,373
4.427351471,2,967,4,38,2,29,3,0,1,1,0,5,847
3.688378674,5,268,0,264,4,30,6,1,5,1,1,2,417
2.069739842,5,526,5,432,0,30,3,0,1,0,1,5,841
4.56296728,1,832,4,194,6,34,3,1,1,0,0,13,435
3.725295359,5,507,0,370,4,27,4,1,1,1,0,16,173
2.154838072,4,71,1,233,3,19,5,1,3,1,0,6,707
3.060080509,4,739,2,366,1,16,2,0,2,1,0,12,65
4.59986588,2,609,1,230,3,33,5,0,8,1,0,13,285
1.002916178,3,678,0,329,1,19,6,0,7,1,0,2,280
4.910254394,4,378,3,95,1,15,3,0,6,0,0,4,399
5.873110748,5,937,3,75,4,15,2,0,3,1,1,17,443
0.778341133,2,740,2,123,0,30,2,0,3,0,0,16,353
1,4,529,0,387,1,31,2,0,8,0,1,9,117
2.448509137,0,834,5,274,0,21,4,0,8,0,0,17,521
2.505750035,2,923,4,294,1,24,1,0,7,1,0,10,560
1.986499754,1,388,1,106,4,18,3,0,9,1,0,6,498
5.298591109,4,921,5,339,3,18,3,1,5,0,0,13,812
1.940993379,1,908,1,133,1,27,5,0,4,0,0,5,906
2.754303699,2,228,2,165,0,27,2,0,6,0,0,3,462
2.57332032,4,470,2,119,0,17,4,0,5,1,0,17,231
4.931485235,1,531,2,62,0,25,7,0,7,0,1,9,138
5.990104611,3,98,5,183,1,32,7,0,6,1,0,5,802
4.614208933,3,876,5,176,1,34,7,1,9,0,0,4,403
2.899291982,0,955,2,85,3,25,2,0,7,0,0,9,279
4.767983231,5,816,5,323,2,32,5,1,1,1,0,7,268
2.745963075,2,79,2,223,1,28,1,0,6,1,0,11,950
5.907942548,5,134,5,191,1,25,3,0,7,1,0,13,425
3.074183781,5,838,2,399,3,27,2,0,1,1,0,17,647
2.984018552,1,551,4,54,2,25,3,0,7,0,1,10,836
3.188792773,0,595,4,433,1,21,5,0,8,1,0,17,612
0.817714473,2,378,1,160,1,24,6,0,1,0,0,6,413
1.807498598,3,659,1,126,1,20,1,0,3,1,0,18,967
2.051790477,5,483,2,131,4,20,7,1,3,0,0,8,441
1.136953376,1,637,1,491,2,32,4,0,0,0,0,4,981
5.946062434,5,736,5,179,4,25,1,0,5,1,1,1,268
3.07911986,4,902,2,175,3,29,6,0,2,0,0,14,496
3.560501354,3,298,4,409,2,32,4,0,7,1,0,17,196
4.309748871,5,901,3,339,2,22,2,0,6,1,0,13,993
3.230084565,4,183,4,440,1,23,6,0,0,0,0,4,876
1.385238002,4,739,0,158,0,17,1,0,9,0,0,17,846
4.805811907,1,414,4,83,1,29,2,0,9,1,0,18,654
1.3,1,789,0,468,6,34,1,0,8,1,1,14,176
4.012961216,4,624,1,158,3,28,2,1,6,1,0,19,561
3.029952882,0,829,4,34,1,16,5,0,0,1,1,6,897
4.428510111,5,474,3,389,2,32,5,0,7,0,0,10,305
5.107899845,4,464,5,70,2,15,4,1,9,1,1,11,409
3.752757056,4,819,4,363,1,16,1,0,9,1,0,17,748
3.614748884,1,705,5,63,2,27,6,0,7,0,1,17,423
4.770055395,5,561,4,232,1,27,1,1,0,1,1,12,338
3.701914302,2,434,4,228,2,28,6,1,7,0,0,2,154
2.770488162,3,437,5,482,2,26,4,0,0,1,0,5,289
3.548260297,1,864,5,325,1,34,7,1,9,0,0,11,902
2.513728132,5,498,2,179,1,16,6,0,0,0,0,2,542
5.597987975,5,613,4,198,0,16,7,0,9,1,0,6,514
1.055266415,0,352,4,41,1,28,2,0,1,1,0,8,878
3.866260359,3,148,3,62,2,21,7,1,8,1,0,15,553
3.919250079,1,355,5,437,5,18,1,0,1,0,0,17,148
2.80020278,1,606,5,148,0,25,7,0,9,1,1,7,268
0.5,2,91,0,383,2,21,4,0,2,1,0,6,611
0.421501657,0,517,0,56,2,15,4,1,1,0,1,3,792
2.655480144,0,489,5,99,4,27,7,0,5,1,0,4,599
3.284952291,5,376,3,325,1,22,1,0,7,0,1,6,174
2.338455654,5,618,1,45,3,30,3,1,1,1,0,17,279
3.770806633,1,82,4,494,2,33,6,1,6,0,1,18,432
2.376671432,2,461,1,453,2,30,2,0,9,1,0,1,279
3.910043842,1,675,3,426,4,27,3,0,2,0,1,4,607
2.324241098,4,861,1,234,1,21,3,0,0,0,1,8,308
4.176011304,5,163,0,51,2,33,6,1,8,1,0,9,839
3.806397344,4,557,2,237,5,19,2,0,8,1,0,10,430
3.32331241,2,105,1,278,0,16,7,0,9,0,0,13,322
0.9,1,605,2,407,2,23,5,1,6,1,0,1,112
1.246823985,5,773,1,195,3,30,1,1,8,1,0,11,825
1.436083796,2,401,3,380,0,18,6,0,1,0,0,19,809
2.754267184,1,378,2,366,1,24,4,1,0,0,0,2,917
2.451510034,1,595,1,244,1,17,1,0,3,1,1,11,243
2.668824699,4,319,3,131,2,15,3,0,0,1,0,17,389
1.728787564,3,245,5,433,0,21,6,0,1,0,0,5,413
0.9,0,462,0,330,1,17,5,1,7,0,1,10,152
3.881481811,5,686,4,398,1,25,5,1,6,0,1,9,639
1.887102667,0,128,3,423,6,27,1,1,1,0,1,17,551
3.995058461,2,816,3,126,4,31,6,0,7,0,0,16,630
2.126346101,0,706,0,475,6,24,7,0,4,0,0,10,715
2.969990324,4,132,2,438,3,22,3,1,4,1,0,2,592
1.038314017,3,791,1,366,3,22,2,0,3,0,1,15,786
2.497578184,5,186,2,451,1,33,4,0,0,0,0,4,483
4.71039332,1,588,3,48,6,33,5,0,2,1,0,1,493
3.525855658,1,738,5,405,0,32,4,1,9,0,0,9,560
2.158905232,4,768,1,171,2,23,3,0,1,0,1,17,155
4.432228168,5,982,4,118,5,34,1,0,7,1,0,1,590
3.826243158,0,973,4,23,1,34,3,0,3,0,1,12,874
1.986341803,1,355,1,175,3,26,7,1,2,1,0,13,690
2.780205466,0,360,3,409,4,27,7,0,8,1,0,14,696
3.560878258,4,437,5,371,2,19,5,0,0,1,0,13,975
1.338370802,1,774,0,454,4,33,1,1,3,1,0,1,809
2.245148872,2,915,5,452,3,19,4,0,1,1,1,8,740
0.3,3,964,2,340,2,18,5,1,0,1,0,12,99
2.288060829,0,598,5,490,2,34,1,0,6,0,0,10,182
5.216066323,5,555,5,344,4,16,1,0,0,0,0,16,278
1.162163374,0,437,2,121,2,29,4,1,4,1,0,6,569
0.475066511,0,342,0,243,3,22,6,0,2,0,0,17,772
0.653150769,0,228,0,211,2,28,7,0,2,0,0,8,591
3.329875006,4,721,4,332,0,18,3,1,5,1,0,12,88
0.4,4,478,0,148,3,26,6,0,2,0,1,19,361
3.615465984,5,929,1,276,2,20,7,0,7,1,0,13,572
5.917024832,4,573,4,281,0,22,6,0,0,1,1,1,713
2.673636332,5,730,3,175,2,23,6,1,7,0,0,14,384
5.037589442,5,361,4,423,2,23,6,1,6,0,0,4,883
2.142532291,4,129,5,178,2,30,3,0,0,1,0,10,131
4.731794554,1,63,5,266,1,23,6,0,6,1,0,12,238
1.726925096,4,103,4,133,2,33,3,0,4,0,0,18,934
2.088151402,1,496,2,47,2,22,5,0,3,0,0,4,557
1.162748961,2,815,0,379,3,21,1,0,3,0,0,3,653
5.155759542,4,114,5,258,2,27,2,0,1,1,0,2,858
4.627849393,2,421,5,246,2,19,2,0,3,0,0,4,214
3.005582904,4,552,1,107,4,34,4,0,9,0,0,4,345
1.289497863,2,619,0,69,3,32,1,0,8,0,0,8,712
3.637608907,3,145,5,28,3,21,5,0,2,0,0,10,645
2.473600462,2,582,2,133,1,20,1,0,8,1,0,1,866
3.380674642,1,309,5,235,0,24,4,0,6,0,0,16,179
0.904025219,0,634,0,452,4,29,2,0,0,1,0,5,455
2.533444485,5,297,1,109,1,31,5,0,7,1,0,12,373
2.0673079,2,176,0,333,5,27,6,0,0,1,0,13,175
1.461376383,0,548,2,403,1,15,6,0,0,0,0,6,262
4.595339878,3,95,1,26,4,34,2,0,0,0,0,15,696
2.936924933,3,317,0,257,2,23,3,0,4,0,1,3,723
3.517916886,1,689,2,89,2,33,4,1,9,1,1,3,743
1.164951095,1,591,2,94,0,20,2,0,2,0,0,10,654
1.250504444,2,143,4,357,3,18,5,0,2,0,0,15,795
2.543218555,4,785,5,465,3,32,1,0,1,1,0,19,935
3.006467087,3,365,1,38,2,20,4,1,3,0,1,2,310
1.275550207,0,661,1,143,1,24,2,0,5,0,1,17,765
3.217989795,4,120,5,487,1,17,3,0,8,0,0,11,719
0.728832517,3,642,0,203,0,28,7,0,2,0,0,11,241
2.328668615,2,498,4,128,0,16,2,1,1,1,0,14,739
2.179587795,3,959,1,387,2,33,7,0,4,1,1,10,712
1.254438028,1,416,2,376,2,23,6,0,9,0,0,6,626
1.527347376,0,861,1,200,0,16,5,1,4,0,1,5,239
2.453517384,0,669,4,424,2,29,3,0,8,0,0,8,801
4.176427658,1,663,5,162,0,27,6,0,6,0,0,5,235
2.379468902,4,459,3,352,0,26,7,1,0,1,0,1,543
4.304965296,1,140,5,414,4,31,3,0,7,1,0,1,341
1.880821364,0,558,2,281,2,30,7,0,9,0,0,17,545
1.450360728,2,926,1,141,1,17,4,0,6,1,0,2,731
2.247919367,4,577,5,372,1,20,5,1,4,1,0,14,145
3.680710914,5,159,2,439,0,24,5,0,4,0,0,5,888
2.819541872,3,824,0,17,3,19,3,1,1,1,1,7,70
2.312074387,5,721,2,143,1,28,1,0,2,1,0,12,413
2.184247434,2,814,1,390,1,32,1,0,5,0,0,15,67
0,5,138,0,393,4,22,4,0,0,0,0,15,120
2.199851988,4,656,0,318,6,30,4,0,0,0,0,18,773
0.901539205,0,321,0,384,4,16,7,0,5,0,0,9,808
3.420325188,0,296,3,201,1,34,4,1,8,0,0,7,985
3.691158228,2,410,3,100,2,23,4,0,4,1,0,7,477
0.847518369,5,427,0,444,2,33,3,0,3,1,0,13,102
5.445240937,4,255,5,258,2,15,4,1,7,1,0,14,356
4.457615804,3,394,5,493,2,23,7,0,4,0,0,1,286
5.720943264,5,879,5,261,1,34,6,0,9,0,0,7,472
2.579155585,5,847,1,493,5,21,1,0,2,1,0,7,166
4.082704788,3,809,0,72,1,17,2,0,3,1,1,9,746
3.713528989,1,504,5,225,4,15,6,0,1,1,0,11,693
1.519672759,2,957,0,143,3,27,6,0,1,0,1,12,837
1.28550719,4,116,2,455,1,28,1,0,0,0,1,6,438
5.889601392,2,607,5,116,2,15,4,0,1,0,1,18,699
1.075003257,3,92,2,170,0,32,3,0,4,0,1,17,90
2.764884232,4,278,2,267,3,21,5,0,9,0,0,16,491
3.985836653,0,862,5,434,2,29,7,0,0,0,0,14,414
2.363145162,0,493,4,25,1,15,2,0,4,1,0,5,119
2.974217394,4,283,2,367,3,21,2,0,8,0,0,14,712
3.258207426,2,248,5,384,2,34,6,0,2,1,0,5,118
3.996762863,2,546,2,68,2,34,4,0,7,1,1,18,712
1.992475388,0,897,1,18,2,16,4,1,1,1,1,11,637
2.630731559,0,81,3,206,0,28,2,1,2,1,1,19,396
5.180141263,3,313,3,126,1,21,6,0,7,1,0,4,992
4.452348011,4,162,3,19,3,28,3,0,0,1,1,19,955
4.192315952,2,879,4,359,3,34,2,0,9,0,0,12,566
1.775196752,3,508,0,16,0,29,6,0,2,0,1,7,615
2.997997526,2,325,2,358,3,21,3,0,0,0,1,4,715
0.3,0,195,1,203,2,17,1,1,3,0,0,6,674
4.157818362,4,406,4,413,2,24,4,0,7,0,1,12,879
3.948516354,1,55,3,132,2,26,6,0,2,1,0,17,527
1.5028125,4,389,4,72,3,23,3,0,4,1,0,14,462
2.938814597,5,543,1,13,0,22,2,0,7,0,1,2,193
3.728442271,1,157,5,293,1,24,7,0,5,0,0,12,582
2.506124311,3,974,4,337,2,31,1,0,0,0,0,11,952
2.020782736,1,821,3,259,4,23,2,1,8,0,0,16,355
1.478901356,1,120,0,428,3,24,6,1,7,1,0,1,710
4.374845635,3,988,3,139,2,29,1,0,0,1,0,2,981
2.9786295,4,389,3,434,3,18,5,0,5,0,0,16,170
1.843689076,3,723,3,421,1,21,1,1,2,1,0,3,725
4.369617491,5,149,4,84,1,30,7,1,5,0,0,8,830
0,0,376,1,493,3,22,6,1,0,0,0,8,769
1.574013568,0,82,3,338,4,28,3,0,0,1,0,13,386
2.672765753,1,192,5,367,3,34,5,0,3,0,1,9,411
3.975038883,3,293,4,394,2,21,6,0,0,0,0,5,632
2.374222302,3,785,1,263,2,28,1,1,1,1,0,11,897
1.674798764,3,775,0,420,2,20,1,0,1,0,1,1,977
3.997920121,5,681,3,332,3,23,3,1,9,1,0,16,103
4.248844645,5,729,2,176,3,28,7,0,9,1,0,19,215
4.833552378,4,910,4,210,3,30,4,0,1,0,1,14,405
5.107543603,2,266,5,177,1,18,4,0,9,1,0,18,668
1.276454656,2,950,0,293,9,34,6,0,1,0,0,9,703
1.254050796,2,483,0,478,4,17,7,0,8,1,0,6,641
2.015737608,4,916,0,357,1,27,6,0,3,0,0,5,444
3.045477013,3,883,4,417,1,30,4,0,2,1,0,16,639
2.198004123,2,778,1,347,2,18,5,0,3,1,0,8,465
2.881935852,3,103,2,60,0,17,6,0,5,1,0,17,114
3.964870664,1,769,5,65,2,21,4,1,7,1,0,5,600
3.293814454,2,991,1,82,3,29,5,0,9,0,0,18,664
1.140867284,1,641,3,291,2,16,4,0,3,1,0,10,810
2.652290669,4,956,2,97,3,23,3,0,1,0,0,6,399
0.1,0,941,1,61,0,17,5,1,1,0,0,12,329
3.363321654,5,994,3,134,2,24,7,0,3,0,0,5,128
2.802891711,4,200,2,271,3,32,4,0,1,1,0,18,218
4.678707584,4,104,4,452,4,29,2,0,8,1,0,13,528
5.099036793,4,566,5,382,6,30,4,0,0,1,0,14,783
3.681424758,2,497,5,277,1,27,2,0,7,0,0,5,805
1.68349812,1,84,3,72,2,26,2,0,2,1,0,5,91
1.424285517,5,910,1,45,0,26,1,0,1,0,0,3,408
2.296895856,2,168,2,18,2,15,7,0,1,1,0,8,374
1.677481152,0,246,3,339,2,29,6,0,6,0,0,3,762
2.944810477,5,615,3,332,1,15,4,0,6,1,0,11,173
4.472768138,4,820,4,250,2,22,1,1,9,1,0,1,149
3.568672888,3,823,3,294,1,30,1,0,4,1,1,2,117
3.151249937,0,904,2,336,3,30,5,0,7,1,0,5,373
1.418085933,1,927,0,99,1,17,2,0,0,0,0,13,882
1.483114684,0,873,2,273,2,33,1,0,4,1,0,15,675
3.007817639,2,563,2,308,0,28,7,0,6,0,0,6,367
3.303837161,3,643,4,214,0,23,4,0,9,0,0,3,393
5.684459558,2,911,4,300,3,26,3,0,2,1,0,16,164
4.906522644,5,471,5,220,3,30,4,1,6,0,0,4,791
4.02024689,4,566,5,375,1,15,2,0,8,0,0,2,636
2.520438448,4,735,3,287,2,21,5,0,0,0,1,15,875
1.693494731,0,188,5,473,1,32,4,0,5,0,0,11,328
6.644304024,4,754,4,216,6,25,4,1,7,0,0,4,60
4.586589221,4,699,3,331,2,17,6,1,6,0,1,13,907
3.777522769,5,858,0,367,4,24,1,0,7,0,0,7,677
3.75558426,1,677,1,414,5,26,6,1,9,1,1,16,567
4.664181063,1,93,4,103,4,22,4,0,4,1,0,10,518
4.451074153,2,907,4,208,2,17,2,1,2,0,0,17,283
0.692144074,2,850,0,360,1,16,3,0,6,0,0,9,864
2.074707361,1,268,4,178,1,21,1,0,2,1,0,3,132
4.437151474,0,617,5,306,4,26,7,0,6,1,0,16,780
3.990644017,1,803,5,442,4,27,4,0,3,0,0,7,205
4.800597116,2,957,5,236,2,33,3,1,8,1,0,16,409
2.41608427,3,307,0,13,3,34,4,0,4,1,1,10,532
2.5386099,4,562,3,107,2,25,5,0,1,0,0,16,555
4.54124557,5,426,4,202,2,27,2,0,3,1,0,19,329
3.487968091,3,942,4,275,3,22,5,0,9,0,0,13,899
2.498558822,3,338,5,359,0,34,1,0,0,1,0,10,760
3.697714991,4,519,3,233,2,19,7,0,5,0,0,4,91
2.44460053,1,152,4,76,4,33,3,1,0,0,1,6,549
3.056061363,0,853,2,147,3,34,5,0,4,1,0,7,288
0.986234627,3,198,0,338,3,22,4,1,6,1,0,1,317
2.917101063,0,133,1,410,4,21,5,0,9,1,0,6,666
1.741264287,5,981,2,248,1,19,6,0,4,1,1,5,175
1.521175721,5,75,1,460,3,23,3,0,4,0,0,10,806
5.040381418,5,224,2,484,3,26,7,1,3,1,1,18,956
3.363882708,2,784,2,318,1,18,4,0,5,0,0,14,487
1.486941456,3,690,2,428,2,17,7,0,8,0,0,14,99
2.359436547,5,471,0,13,3,25,1,0,2,0,0,10,206
1.2,2,703,1,333,1,32,5,1,9,1,0,10,647
3.620661353,5,395,3,378,1,33,2,0,1,0,0,16,877
3.015887791,1,351,3,361,5,16,7,0,3,0,0,15,743
4.147735485,3,347,5,111,2,23,3,0,2,1,0,11,308
3.51658756,2,184,4,404,3,24,2,0,9,1,0,8,841
3.483851949,5,104,0,53,3,33,6,0,4,1,0,8,744
3.81845424,2,105,5,128,1,20,4,0,0,1,0,19,270
3.465940829,5,423,5,197,1,23,2,0,6,1,0,16,807
1.317632756,1,637,0,240,1,33,7,0,6,1,1,7,151
0.4,0,880,0,463,0,32,3,0,1,1,0,6,164
2.976890646,5,969,2,199,1,34,7,0,3,0,0,10,396
1.292017142,0,388,0,492,3,33,3,0,9,1,0,11,98
3.870115331,3,506,3,119,2,18,2,0,7,1,0,6,411
1.031404486,1,404,0,425,1,18,2,0,2,0,1,17,345
1.442419191,3,181,2,311,1,31,4,1,3,1,1,2,177
0.941884331,0,542,1,288,0,27,2,1,3,1,0,11,110
4.509220426,1,603,5,115,1,17,3,0,2,1,0,16,147
2.867644864,4,913,0,174,3,18,6,0,2,0,1,4,128
3.746579872,1,159,5,135,2,21,7,0,9,1,0,18,259
2.479269688,1,631,1,355,4,24,6,0,7,1,0,6,636
3.223602213,4,845,4,107,2,27,2,0,4,0,0,8,905
2.910983091,2,175,2,495,3,18,1,0,5,0,0,13,320
3.690391317,2,909,5,340,3,21,3,0,7,1,0,6,796
1,2,345,0,379,0,25,3,0,7,1,0,6,648
3.817247831,0,228,4,451,3,30,4,0,6,1,0,9,382
5.372496682,1,974,4,129,1,26,4,1,8,1,0,19,53
3.847075028,5,859,1,350,1,20,5,1,7,1,0,17,532
5.474624809,4,935,5,308,0,19,4,0,5,1,0,11,300
4.883798743,5,246,5,353,6,27,1,0,9,0,1,1,730
3.70430013,0,822,3,152,3,15,4,0,2,1,1,18,185
5.012630556,4,150,3,204,3,29,7,1,6,1,0,8,302
4.795090553,5,986,3,139,4,33,5,0,2,1,0,12,271
1.369435897,0,622,5,464,2,22,3,0,0,1,0,3,961
4.691623333,0,232,5,398,5,25,4,0,0,1,1,12,906
3.39614479,0,973,3,446,3,15,5,0,7,0,1,11,196
2.817686384,4,858,2,438,1,15,4,0,6,1,0,10,706
2.011783137,5,928,0,113,1,26,4,1,5,1,0,15,591
3.385506833,5,58,0,102,1,30,3,0,8,0,0,2,855
0.989325064,3,462,2,306,2,22,5,0,3,0,0,2,704
0.2,0,767,1,456,1,28,4,1,2,0,0,17,141
2.848594429,2,983,0,489,2,21,3,0,5,0,0,17,598
2.946620251,1,879,5,231,4,32,6,0,0,1,1,7,389
5.714358043,3,615,4,209,3,27,5,0,5,0,1,10,713
3.933894237,3,741,5,297,1,27,2,0,5,1,1,15,560
1.339157337,4,153,0,371,3,23,5,0,2,1,0,3,948
3.939379456,3,175,2,267,2,32,4,0,6,1,0,18,563
4.438178235,5,595,1,19,8,17,4,1,0,1,0,6,953
5.453650114,4,726,0,180,6,17,5,0,9,1,0,19,605
2.109464535,4,994,2,384,1,28,7,1,1,1,0,2,831
2.58544746,2,859,4,436,2,23,3,0,6,0,0,1,610
2.012611884,0,319,3,110,1,30,7,1,0,0,1,16,510
3.704214082,3,515,4,119,2,19,7,0,5,1,0,8,955
3.98909621,0,850,4,256,4,27,5,0,2,1,0,8,65
1.791034639,0,167,1,332,1,22,4,0,8,0,0,8,842
1.438619777,0,915,0,253,1,33,4,0,9,1,0,7,972
6.288479256,4,141,3,32,2,23,7,0,7,1,0,16,386
0.7,0,661,2,363,4,23,1,0,7,0,0,19,399
2.613986713,3,534,3,475,1,24,3,1,3,1,1,3,645
2.470427478,4,136,0,234,5,23,1,0,1,1,1,17,626
3.395095474,3,283,1,362,1,26,6,0,9,0,1,16,287
3.240057234,4,962,0,453,3,26,4,0,7,1,1,5,396
1.524546321,1,173,2,474,2,25,7,0,8,1,0,11,238
1.080139759,1,252,3,271,0,34,3,0,4,1,0,3,521
1.546813009,1,81,4,278,1,32,7,0,0,0,0,14,347
1.212605858,1,406,0,30,1,21,3,1,8,0,1,18,927
5.938201043,4,512,5,488,3,15,3,0,4,1,0,9,910
1.492449653,0,600,1,323,0,21,6,0,4,1,0,8,390
1.210735688,2,143,1,129,2,15,5,0,9,0,0,4,673
3.13732619,5,571,3,478,0,28,5,0,7,1,0,18,663
3.828858423,2,776,4,490,1,27,7,0,3,0,0,1,783
1.326327855,1,457,2,421,2,27,4,1,2,0,0,14,964
4.248400455,0,149,4,129,4,31,6,0,2,1,0,15,817
3.130303299,3,293,3,207,1,22,3,0,4,0,0,3,330
3.394857663,0,107,4,145,1,31,7,0,4,1,0,13,662
4.533744093,3,406,3,86,1,27,3,1,1,0,0,7,574
2.582896061,2,540,4,363,1,31,3,0,2,0,0,9,559
0.3,0,369,0,67,0,29,5,0,0,1,0,8,777
0.552005841,0,68,1,433,4,16,4,0,0,1,0,14,166
4.132011183,5,406,3,95,1,27,3,0,8,0,1,11,607
3.105129225,2,166,3,10,2,34,7,0,6,0,0,7,548
1.1243361,0,185,1,86,3,22,3,0,7,0,0,16,845
5.409144495,3,888,5,458,1,17,7,0,4,1,1,18,649
4.413351999,0,345,5,19,2,21,2,0,9,1,1,3,828
3.205389891,3,574,2,453,2,31,6,0,5,0,1,10,620
0.90057631,1,150,3,78,2,20,1,0,0,0,1,1,542
0.3,0,429,0,157,1,20,6,0,0,1,0,4,882
3.478805569,3,204,4,71,2,25,6,0,9,0,0,7,267
2.664185959,2,643,0,22,2,20,6,0,4,1,1,16,640
1.040866556,1,649,3,195,1,16,5,0,5,1,0,2,133
1.362046771,0,154,2,174,6,17,2,0,1,1,0,2,873
2.420119501,5,691,3,19,4,16,4,1,5,0,0,10,767
1.2,3,833,2,268,1,17,1,0,9,1,0,18,570
3.767471781,5,575,1,171,1,15,4,0,8,1,1,19,223
4.318847556,0,177,4,299,2,21,5,0,4,1,0,8,71
1.645173886,3,450,0,423,1,30,6,0,0,1,0,12,465
1.588911241,0,621,2,430,3,30,4,1,1,0,0,14,858
1.098386593,1,788,0,205,5,31,7,0,0,1,0,12,731
2.386623074,1,578,1,43,2,15,3,0,9,0,0,10,230
2.087055318,0,606,3,169,1,32,3,0,5,0,1,17,256
2.81584979,0,599,2,94,3,21,6,1,4,1,0,14,332
3.124082546,4,173,4,67,0,23,4,1,1,1,0,13,748
1.817527639,0,409,2,370,2,17,4,0,0,1,0,13,534
1.732504322,0,113,5,417,3,30,4,0,4,1,1,13,574
1.829238323,5,938,3,274,2,17,4,1,5,1,0,2,271
4.221194296,5,814,3,306,1,20,3,1,1,0,0,3,220
2.372886787,1,823,4,417,5,33,6,1,3,0,0,8,416
5.862477242,5,673,4,34,1,28,2,1,9,0,0,12,60
2.804948029,0,151,1,45,3,17,2,0,9,1,0,9,955
0.775023487,2,610,0,273,3,20,4,1,0,1,1,9,773
1.362638483,0,326,2,391,1,31,4,0,0,1,1,6,484
2.544834136,4,276,1,123,2,18,1,1,4,1,0,4,927
4.231485971,3,72,0,114,6,18,4,0,9,1,0,3,742
0.2,1,893,1,102,1,24,2,0,2,0,0,5,770
5.650268354,5,746,5,98,2,29,5,0,5,0,0,4,507
2.704196949,2,113,4,452,1,31,5,1,8,1,0,5,68
2.685806837,3,206,4,172,3,34,4,0,7,0,0,14,536
1.772903618,2,844,3,47,2,31,6,1,1,1,1,15,101
0.993081627,1,439,2,101,1,25,4,0,2,1,0,3,622
2.137835017,5,198,2,128,2,18,5,0,2,0,0,19,880
2.664976366,4,888,2,220,0,27,1,1,8,1,0,17,263
1.319990549,1,412,1,169,3,33,2,0,0,1,0,14,240
0.774928372,2,730,1,110,2,28,6,1,0,0,0,11,757
